Year,Age,Ethnic,Sex,Area,count
2018,15-19 years,Other ethnicity,Total people - sex,Auckland Region,990
2018,15-19 years,Not elsewhere included,Male,Auckland Region,0
2018,15-19 years,Not elsewhere included,Female,Auckland Region,0
2018,15-19 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,15-19 years,Total people,Male,Auckland Region,53043
2018,15-19 years,Total people,Female,Auckland Region,50652
2018,15-19 years,Total people,Total people - sex,Auckland Region,103695
2018,20-24 years,European,Male,Auckland Region,27552
2018,20-24 years,European,Female,Auckland Region,27735
2018,20-24 years,European,Total people - sex,Auckland Region,55287
2018,20-24 years,Maori,Male,Auckland Region,8112
2018,20-24 years,Maori,Female,Auckland Region,8400
2018,20-24 years,Maori,Total people - sex,Auckland Region,16515
2018,20-24 years,Pacific Peoples,Male,Auckland Region,11055
2018,20-24 years,Pacific Peoples,Female,Auckland Region,11691
2018,20-24 years,Pacific Peoples,Total people - sex,Auckland Region,22746
2018,20-24 years,Asian,Male,Auckland Region,21357
2018,20-24 years,Asian,Female,Auckland Region,17844
2018,20-24 years,Asian,Total people - sex,Auckland Region,39204
2018,20-24 years,Middle Eastern/Latin American/African,Male,Auckland Region,1338
2018,20-24 years,Middle Eastern/Latin American/African,Female,Auckland Region,1326
2018,20-24 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,2664
2018,20-24 years,Other ethnicity,Male,Auckland Region,648
2018,20-24 years,Other ethnicity,Female,Auckland Region,561
2018,20-24 years,Other ethnicity,Total people - sex,Auckland Region,1212
2018,20-24 years,Not elsewhere included,Male,Auckland Region,0
2018,20-24 years,Not elsewhere included,Female,Auckland Region,0
2018,20-24 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,20-24 years,Total people,Male,Auckland Region,61491
2018,20-24 years,Total people,Female,Auckland Region,58503
2018,20-24 years,Total people,Total people - sex,Auckland Region,119994
2018,25-29 years,European,Male,Auckland Region,28698
2018,25-29 years,European,Female,Auckland Region,28971
2018,25-29 years,European,Total people - sex,Auckland Region,57669
2018,25-29 years,Maori,Male,Auckland Region,7215
2018,25-29 years,Maori,Female,Auckland Region,7797
2018,25-29 years,Maori,Total people - sex,Auckland Region,15009
2018,25-29 years,Pacific Peoples,Male,Auckland Region,9597
2018,25-29 years,Pacific Peoples,Female,Auckland Region,10287
2018,25-29 years,Pacific Peoples,Total people - sex,Auckland Region,19884
2018,25-29 years,Asian,Male,Auckland Region,26160
2018,25-29 years,Asian,Female,Auckland Region,24612
2018,25-29 years,Asian,Total people - sex,Auckland Region,50775
2018,25-29 years,Middle Eastern/Latin American/African,Male,Auckland Region,1944
2018,25-29 years,Middle Eastern/Latin American/African,Female,Auckland Region,2031
2018,25-29 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,3975
2018,25-29 years,Other ethnicity,Male,Auckland Region,798
2018,25-29 years,Other ethnicity,Female,Auckland Region,621
2018,25-29 years,Other ethnicity,Total people - sex,Auckland Region,1419
2018,25-29 years,Not elsewhere included,Male,Auckland Region,0
2018,25-29 years,Not elsewhere included,Female,Auckland Region,0
2018,25-29 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,25-29 years,Total people,Male,Auckland Region,67473
2018,25-29 years,Total people,Female,Auckland Region,66354
2018,25-29 years,Total people,Total people - sex,Auckland Region,133830
2018,30-34 years,European,Male,Auckland Region,25233
2018,30-34 years,European,Female,Auckland Region,26370
2018,30-34 years,European,Total people - sex,Auckland Region,51603
2018,30-34 years,Maori,Male,Auckland Region,5373
2018,30-34 years,Maori,Female,Auckland Region,6048
2018,30-34 years,Maori,Total people - sex,Auckland Region,11421
2018,30-34 years,Pacific Peoples,Male,Auckland Region,7416
2018,30-34 years,Pacific Peoples,Female,Auckland Region,7884
2018,30-34 years,Pacific Peoples,Total people - sex,Auckland Region,15297
2018,30-34 years,Asian,Male,Auckland Region,23574
2018,30-34 years,Asian,Female,Auckland Region,25152
2018,30-34 years,Asian,Total people - sex,Auckland Region,48723
2018,30-34 years,Middle Eastern/Latin American/African,Male,Auckland Region,2139
2018,30-34 years,Middle Eastern/Latin American/African,Female,Auckland Region,2175
2018,30-34 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,4314
2018,30-34 years,Other ethnicity,Male,Auckland Region,726
2018,30-34 years,Other ethnicity,Female,Auckland Region,552
2018,30-34 years,Other ethnicity,Total people - sex,Auckland Region,1275
2018,30-34 years,Not elsewhere included,Male,Auckland Region,0
2018,30-34 years,Not elsewhere included,Female,Auckland Region,0
2018,30-34 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,30-34 years,Total people,Male,Auckland Region,59505
2018,30-34 years,Total people,Female,Auckland Region,62337
2018,30-34 years,Total people,Total people - sex,Auckland Region,121842
2018,35-39 years,European,Male,Auckland Region,24459
2018,35-39 years,European,Female,Auckland Region,25422
2018,35-39 years,European,Total people - sex,Auckland Region,49881
2018,35-39 years,Maori,Male,Auckland Region,4833
2018,35-39 years,Maori,Female,Auckland Region,5328
2018,35-39 years,Maori,Total people - sex,Auckland Region,10161
2018,35-39 years,Pacific Peoples,Male,Auckland Region,6693
2018,35-39 years,Pacific Peoples,Female,Auckland Region,7161
2018,35-39 years,Pacific Peoples,Total people - sex,Auckland Region,13854
2018,35-39 years,Asian,Male,Auckland Region,20295
2018,35-39 years,Asian,Female,Auckland Region,21375
2018,35-39 years,Asian,Total people - sex,Auckland Region,41673
2018,35-39 years,Middle Eastern/Latin American/African,Male,Auckland Region,1887
2018,35-39 years,Middle Eastern/Latin American/African,Female,Auckland Region,1866
2018,35-39 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,3756
2018,35-39 years,Other ethnicity,Male,Auckland Region,621
2018,35-39 years,Other ethnicity,Female,Auckland Region,477
2018,35-39 years,Other ethnicity,Total people - sex,Auckland Region,1098
2018,35-39 years,Not elsewhere included,Male,Auckland Region,0
2018,35-39 years,Not elsewhere included,Female,Auckland Region,0
2018,35-39 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,35-39 years,Total people,Male,Auckland Region,54567
2018,35-39 years,Total people,Female,Auckland Region,56571
2018,35-39 years,Total people,Total people - sex,Auckland Region,111138
2018,40-44 years,European,Male,Auckland Region,26037
2018,40-44 years,European,Female,Auckland Region,28131
2018,40-44 years,European,Total people - sex,Auckland Region,54168
2018,40-44 years,Maori,Male,Auckland Region,4872
2018,40-44 years,Maori,Female,Auckland Region,5292
2018,40-44 years,Maori,Total people - sex,Auckland Region,10161
2018,40-44 years,Pacific Peoples,Male,Auckland Region,6249
2018,40-44 years,Pacific Peoples,Female,Auckland Region,6795
2018,40-44 years,Pacific Peoples,Total people - sex,Auckland Region,13041
2018,40-44 years,Asian,Male,Auckland Region,13575
2018,40-44 years,Asian,Female,Auckland Region,15246
2018,40-44 years,Asian,Total people - sex,Auckland Region,28824
2018,40-44 years,Middle Eastern/Latin American/African,Male,Auckland Region,1302
2018,40-44 years,Middle Eastern/Latin American/African,Female,Auckland Region,1281
2018,40-44 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,2583
2018,40-44 years,Other ethnicity,Male,Auckland Region,768
2018,40-44 years,Other ethnicity,Female,Auckland Region,519
2018,40-44 years,Other ethnicity,Total people - sex,Auckland Region,1284
2018,40-44 years,Not elsewhere included,Male,Auckland Region,0
2018,40-44 years,Not elsewhere included,Female,Auckland Region,0
2018,40-44 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,40-44 years,Total people,Male,Auckland Region,48930
2018,40-44 years,Total people,Female,Auckland Region,52521
2018,40-44 years,Total people,Total people - sex,Auckland Region,101451
2018,45-49 years,European,Male,Auckland Region,30261
2018,45-49 years,European,Female,Auckland Region,31653
2018,45-49 years,European,Total people - sex,Auckland Region,61914
2018,45-49 years,Maori,Male,Auckland Region,5190
2018,45-49 years,Maori,Female,Auckland Region,5664
2018,45-49 years,Maori,Total people - sex,Auckland Region,10851
2018,45-49 years,Pacific Peoples,Male,Auckland Region,6384
2018,45-49 years,Pacific Peoples,Female,Auckland Region,6630
2018,45-49 years,Pacific Peoples,Total people - sex,Auckland Region,13014
2018,45-49 years,Asian,Male,Auckland Region,12075
2018,45-49 years,Asian,Female,Auckland Region,14814
2018,45-49 years,Asian,Total people - sex,Auckland Region,26889
2018,45-49 years,Middle Eastern/Latin American/African,Male,Auckland Region,1152
2018,45-49 years,Middle Eastern/Latin American/African,Female,Auckland Region,1026
2018,45-49 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,2178
2018,45-49 years,Other ethnicity,Male,Auckland Region,807
2018,45-49 years,Other ethnicity,Female,Auckland Region,621
2018,45-49 years,Other ethnicity,Total people - sex,Auckland Region,1428
2018,45-49 years,Not elsewhere included,Male,Auckland Region,0
2018,45-49 years,Not elsewhere included,Female,Auckland Region,0
2018,45-49 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,45-49 years,Total people,Male,Auckland Region,52314
2018,45-49 years,Total people,Female,Auckland Region,56094
2018,45-49 years,Total people,Total people - sex,Auckland Region,108405
2018,50-54 years,European,Male,Auckland Region,29103
2018,50-54 years,European,Female,Auckland Region,29409
2018,50-54 years,European,Total people - sex,Auckland Region,58512
2018,50-54 years,Maori,Male,Auckland Region,4734
2018,50-54 years,Maori,Female,Auckland Region,4896
2018,50-54 years,Maori,Total people - sex,Auckland Region,9630
2018,50-54 years,Pacific Peoples,Male,Auckland Region,5925
2018,50-54 years,Pacific Peoples,Female,Auckland Region,6411
2018,50-54 years,Pacific Peoples,Total people - sex,Auckland Region,12336
2018,50-54 years,Asian,Male,Auckland Region,10854
2018,50-54 years,Asian,Female,Auckland Region,12648
2018,50-54 years,Asian,Total people - sex,Auckland Region,23502
2018,50-54 years,Middle Eastern/Latin American/African,Male,Auckland Region,948
2018,50-54 years,Middle Eastern/Latin American/African,Female,Auckland Region,834
2018,50-54 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1779
2018,50-54 years,Other ethnicity,Male,Auckland Region,732
2018,50-54 years,Other ethnicity,Female,Auckland Region,573
2018,50-54 years,Other ethnicity,Total people - sex,Auckland Region,1302
2018,50-54 years,Not elsewhere included,Male,Auckland Region,0
2018,50-54 years,Not elsewhere included,Female,Auckland Region,0
2018,50-54 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,50-54 years,Total people,Male,Auckland Region,49437
2018,50-54 years,Total people,Female,Auckland Region,51315
2018,50-54 years,Total people,Total people - sex,Auckland Region,100749
2018,55-59 years,European,Male,Auckland Region,27942
2018,55-59 years,European,Female,Auckland Region,28122
2018,55-59 years,European,Total people - sex,Auckland Region,56067
2018,55-59 years,Maori,Male,Auckland Region,3978
2018,55-59 years,Maori,Female,Auckland Region,4335
2018,55-59 years,Maori,Total people - sex,Auckland Region,8316
2018,55-59 years,Pacific Peoples,Male,Auckland Region,4575
2018,55-59 years,Pacific Peoples,Female,Auckland Region,4998
2018,55-59 years,Pacific Peoples,Total people - sex,Auckland Region,9573
2018,55-59 years,Asian,Male,Auckland Region,9381
2018,55-59 years,Asian,Female,Auckland Region,11040
2018,55-59 years,Asian,Total people - sex,Auckland Region,20421
2018,55-59 years,Middle Eastern/Latin American/African,Male,Auckland Region,705
2018,55-59 years,Middle Eastern/Latin American/African,Female,Auckland Region,699
2018,55-59 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1404
2018,55-59 years,Other ethnicity,Male,Auckland Region,600
2018,55-59 years,Other ethnicity,Female,Auckland Region,486
2018,55-59 years,Other ethnicity,Total people - sex,Auckland Region,1086
2018,55-59 years,Not elsewhere included,Male,Auckland Region,0
2018,55-59 years,Not elsewhere included,Female,Auckland Region,0
2018,55-59 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,55-59 years,Total people,Male,Auckland Region,44916
2018,55-59 years,Total people,Female,Auckland Region,46869
2018,55-59 years,Total people,Total people - sex,Auckland Region,91788
2018,60-64 years,European,Male,Auckland Region,22845
2018,60-64 years,European,Female,Auckland Region,23379
2018,60-64 years,European,Total people - sex,Auckland Region,46224
2018,60-64 years,Maori,Male,Auckland Region,2607
2018,60-64 years,Maori,Female,Auckland Region,3042
2018,60-64 years,Maori,Total people - sex,Auckland Region,5649
2018,60-64 years,Pacific Peoples,Male,Auckland Region,3525
2018,60-64 years,Pacific Peoples,Female,Auckland Region,3645
2018,60-64 years,Pacific Peoples,Total people - sex,Auckland Region,7170
2018,60-64 years,Asian,Male,Auckland Region,8292
2018,60-64 years,Asian,Female,Auckland Region,9897
2018,60-64 years,Asian,Total people - sex,Auckland Region,18192
2018,60-64 years,Middle Eastern/Latin American/African,Male,Auckland Region,528
2018,60-64 years,Middle Eastern/Latin American/African,Female,Auckland Region,465
2018,60-64 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,993
2018,60-64 years,Other ethnicity,Male,Auckland Region,420
2018,60-64 years,Other ethnicity,Female,Auckland Region,306
2018,60-64 years,Other ethnicity,Total people - sex,Auckland Region,726
2018,60-64 years,Not elsewhere included,Male,Auckland Region,0
2018,60-64 years,Not elsewhere included,Female,Auckland Region,0
2018,60-64 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,60-64 years,Total people,Male,Auckland Region,36762
2018,60-64 years,Total people,Female,Auckland Region,39054
2018,60-64 years,Total people,Total people - sex,Auckland Region,75813
2018,65-69 years,European,Male,Auckland Region,20061
2018,65-69 years,European,Female,Auckland Region,21003
2018,65-69 years,European,Total people - sex,Auckland Region,41064
2018,65-69 years,Maori,Male,Auckland Region,1821
2018,65-69 years,Maori,Female,Auckland Region,2157
2018,65-69 years,Maori,Total people - sex,Auckland Region,3978
2018,65-69 years,Pacific Peoples,Male,Auckland Region,2571
2018,65-69 years,Pacific Peoples,Female,Auckland Region,2760
2018,65-69 years,Pacific Peoples,Total people - sex,Auckland Region,5331
2018,65-69 years,Asian,Male,Auckland Region,6195
2018,65-69 years,Asian,Female,Auckland Region,6717
2018,65-69 years,Asian,Total people - sex,Auckland Region,12912
2018,65-69 years,Middle Eastern/Latin American/African,Male,Auckland Region,342
2018,65-69 years,Middle Eastern/Latin American/African,Female,Auckland Region,273
2018,65-69 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,615
2018,65-69 years,Other ethnicity,Male,Auckland Region,273
2018,65-69 years,Other ethnicity,Female,Auckland Region,183
2018,65-69 years,Other ethnicity,Total people - sex,Auckland Region,453
2018,65-69 years,Not elsewhere included,Male,Auckland Region,0
2018,65-69 years,Not elsewhere included,Female,Auckland Region,0
2018,65-69 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,65-69 years,Total people,Male,Auckland Region,30252
2018,65-69 years,Total people,Female,Auckland Region,31827
2018,65-69 years,Total people,Total people - sex,Auckland Region,62079
2018,70-74 years,European,Male,Auckland Region,16584
2018,70-74 years,European,Female,Auckland Region,18135
2018,70-74 years,European,Total people - sex,Auckland Region,34716
2018,70-74 years,Maori,Male,Auckland Region,1128
2018,70-74 years,Maori,Female,Auckland Region,1269
2018,70-74 years,Maori,Total people - sex,Auckland Region,2397
2018,70-74 years,Pacific Peoples,Male,Auckland Region,1632
2018,70-74 years,Pacific Peoples,Female,Auckland Region,1944
2018,70-74 years,Pacific Peoples,Total people - sex,Auckland Region,3576
2018,70-74 years,Asian,Male,Auckland Region,3795
2018,70-74 years,Asian,Female,Auckland Region,4002
2018,70-74 years,Asian,Total people - sex,Auckland Region,7794
2018,70-74 years,Middle Eastern/Latin American/African,Male,Auckland Region,228
2018,70-74 years,Middle Eastern/Latin American/African,Female,Auckland Region,186
2018,70-74 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,417
2018,70-74 years,Other ethnicity,Male,Auckland Region,174
2018,70-74 years,Other ethnicity,Female,Auckland Region,144
2018,70-74 years,Other ethnicity,Total people - sex,Auckland Region,318
2018,70-74 years,Not elsewhere included,Male,Auckland Region,0
2018,70-74 years,Not elsewhere included,Female,Auckland Region,0
2018,70-74 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,70-74 years,Total people,Male,Auckland Region,22905
2018,70-74 years,Total people,Female,Auckland Region,24918
2018,70-74 years,Total people,Total people - sex,Auckland Region,47826
2018,75-79 years,European,Male,Auckland Region,12069
2018,75-79 years,European,Female,Auckland Region,13794
2018,75-79 years,European,Total people - sex,Auckland Region,25863
2018,75-79 years,Maori,Male,Auckland Region,654
2018,75-79 years,Maori,Female,Auckland Region,867
2018,75-79 years,Maori,Total people - sex,Auckland Region,1521
2018,75-79 years,Pacific Peoples,Male,Auckland Region,1056
2018,75-79 years,Pacific Peoples,Female,Auckland Region,1353
2018,75-79 years,Pacific Peoples,Total people - sex,Auckland Region,2406
2018,75-79 years,Asian,Male,Auckland Region,2487
2018,75-79 years,Asian,Female,Auckland Region,2925
2018,75-79 years,Asian,Total people - sex,Auckland Region,5412
2018,75-79 years,Middle Eastern/Latin American/African,Male,Auckland Region,117
2018,75-79 years,Middle Eastern/Latin American/African,Female,Auckland Region,126
2018,75-79 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,246
2018,75-79 years,Other ethnicity,Male,Auckland Region,93
2018,75-79 years,Other ethnicity,Female,Auckland Region,90
2018,75-79 years,Other ethnicity,Total people - sex,Auckland Region,183
2018,75-79 years,Not elsewhere included,Male,Auckland Region,0
2018,75-79 years,Not elsewhere included,Female,Auckland Region,0
2018,75-79 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,75-79 years,Total people,Male,Auckland Region,16089
2018,75-79 years,Total people,Female,Auckland Region,18699
2018,75-79 years,Total people,Total people - sex,Auckland Region,34785
2018,80-84 years,European,Male,Auckland Region,7416
2018,80-84 years,European,Female,Auckland Region,9513
2018,80-84 years,European,Total people - sex,Auckland Region,16929
2018,80-84 years,Maori,Male,Auckland Region,312
2018,80-84 years,Maori,Female,Auckland Region,477
2018,80-84 years,Maori,Total people - sex,Auckland Region,792
2018,80-84 years,Pacific Peoples,Male,Auckland Region,510
2018,80-84 years,Pacific Peoples,Female,Auckland Region,807
2018,80-84 years,Pacific Peoples,Total people - sex,Auckland Region,1320
2018,80-84 years,Asian,Male,Auckland Region,1665
2018,80-84 years,Asian,Female,Auckland Region,1710
2018,80-84 years,Asian,Total people - sex,Auckland Region,3375
2018,80-84 years,Middle Eastern/Latin American/African,Male,Auckland Region,78
2018,80-84 years,Middle Eastern/Latin American/African,Female,Auckland Region,96
2018,80-84 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,177
2018,80-84 years,Other ethnicity,Male,Auckland Region,45
2018,80-84 years,Other ethnicity,Female,Auckland Region,54
2018,80-84 years,Other ethnicity,Total people - sex,Auckland Region,99
2018,80-84 years,Not elsewhere included,Male,Auckland Region,0
2018,80-84 years,Not elsewhere included,Female,Auckland Region,0
2018,80-84 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,80-84 years,Total people,Male,Auckland Region,9846
2018,80-84 years,Total people,Female,Auckland Region,12372
2018,80-84 years,Total people,Total people - sex,Auckland Region,22218
2018,85-89 years,European,Male,Auckland Region,4689
2018,85-89 years,European,Female,Auckland Region,7023
2018,85-89 years,European,Total people - sex,Auckland Region,11712
2018,85-89 years,Maori,Male,Auckland Region,102
2018,85-89 years,Maori,Female,Auckland Region,231
2018,85-89 years,Maori,Total people - sex,Auckland Region,333
2018,85-89 years,Pacific Peoples,Male,Auckland Region,213
2018,85-89 years,Pacific Peoples,Female,Auckland Region,447
2018,85-89 years,Pacific Peoples,Total people - sex,Auckland Region,663
2018,85-89 years,Asian,Male,Auckland Region,618
2018,85-89 years,Asian,Female,Auckland Region,735
2018,85-89 years,Asian,Total people - sex,Auckland Region,1353
2018,85-89 years,Middle Eastern/Latin American/African,Male,Auckland Region,30
2018,85-89 years,Middle Eastern/Latin American/African,Female,Auckland Region,30
2018,85-89 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,66
2018,85-89 years,Other ethnicity,Male,Auckland Region,24
2018,85-89 years,Other ethnicity,Female,Auckland Region,36
2018,85-89 years,Other ethnicity,Total people - sex,Auckland Region,63
2018,85-89 years,Not elsewhere included,Male,Auckland Region,0
2018,85-89 years,Not elsewhere included,Female,Auckland Region,0
2018,85-89 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,85-89 years,Total people,Male,Auckland Region,5583
2018,85-89 years,Total people,Female,Auckland Region,8340
2018,85-89 years,Total people,Total people - sex,Auckland Region,13923
2018,90-94 years,European,Male,Auckland Region,1872
2018,90-94 years,European,Female,Auckland Region,3852
2018,90-94 years,European,Total people - sex,Auckland Region,5727
2018,90-94 years,Maori,Male,Auckland Region,24
2018,90-94 years,Maori,Female,Auckland Region,72
2018,90-94 years,Maori,Total people - sex,Auckland Region,96
2018,90-94 years,Pacific Peoples,Male,Auckland Region,48
2018,90-94 years,Pacific Peoples,Female,Auckland Region,171
2018,90-94 years,Pacific Peoples,Total people - sex,Auckland Region,216
2018,90-94 years,Asian,Male,Auckland Region,147
2018,90-94 years,Asian,Female,Auckland Region,264
2018,90-94 years,Asian,Total people - sex,Auckland Region,414
2018,90-94 years,Middle Eastern/Latin American/African,Male,Auckland Region,15
2018,90-94 years,Middle Eastern/Latin American/African,Female,Auckland Region,24
2018,90-94 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,39
2018,90-94 years,Other ethnicity,Male,Auckland Region,9
2018,90-94 years,Other ethnicity,Female,Auckland Region,18
2018,90-94 years,Other ethnicity,Total people - sex,Auckland Region,27
2018,90-94 years,Not elsewhere included,Male,Auckland Region,0
2018,90-94 years,Not elsewhere included,Female,Auckland Region,0
2018,90-94 years,Not elsewhere included,Total people - sex,Auckland Region,0
2018,90-94 years,Total people,Male,Auckland Region,2091
2018,90-94 years,Total people,Female,Auckland Region,4323
2018,90-94 years,Total people,Total people - sex,Auckland Region,6414
2018,95-99 years,European,Male,Auckland Region,417
2018,95-99 years,European,Female,Auckland Region,1170
2018,95-99 years,European,Total people - sex,Auckland Region,1584
2018,95-99 years,Maori,Male,Auckland Region,6
2018,95-99 years,Maori,Female,Auckland Region,15
2018,95-99 years,Maori,Total people - sex,Auckland Region,21
2018,95-99 years,Pacific Peoples,Male,Auckland Region,15
2018,95-99 years,Pacific Peoples,Female,Auckland Region,33
2018,95-99 years,Pacific Peoples,Total people - sex,Auckland Region,51
2018,95-99 years,Asian,Male,Auckland Region,27
2018,95-99 years,Asian,Female,Auckland Region,54
2018,95-99 years,Asian,Total people - sex,Auckland Region,81
