Year,Age,Ethnic,Sex,Area,count
2018,15-19 years,Pacific Peoples,Female,Papakura East,39
2018,15-19 years,Pacific Peoples,Female,Cloverlea (Auckland),3
2018,15-19 years,Pacific Peoples,Total people - sex,Silverdale South (Auckland),0
2018,15-19 years,Pacific Peoples,Total people - sex,Hillcrest North (Auckland),12
2018,15-19 years,Pacific Peoples,Total people - sex,Hillcrest West (Auckland),15
2018,15-19 years,Pacific Peoples,Total people - sex,Hillcrest East (Auckland),9
2018,15-19 years,Pacific Peoples,Total people - sex,Western Heights (Auckland),54
2018,15-19 years,Pacific Peoples,Total people - sex,Northcote Central (Auckland),51
2018,15-19 years,Pacific Peoples,Total people - sex,Northcote South (Auckland),6
2018,15-19 years,Pacific Peoples,Total people - sex,Northcote Point (Auckland),9
2018,15-19 years,Pacific Peoples,Total people - sex,Belmont (Auckland),15
2018,15-19 years,Pacific Peoples,Total people - sex,Avondale West (Auckland),141
2018,15-19 years,Pacific Peoples,Total people - sex,Avondale North (Auckland),72
2018,15-19 years,Pacific Peoples,Total people - sex,Avondale Central (Auckland),51
2018,15-19 years,Pacific Peoples,Total people - sex,Morningside (Auckland),30
2018,15-19 years,Pacific Peoples,Total people - sex,Avondale South (Auckland),81
2018,15-19 years,Pacific Peoples,Total people - sex,Mount Roskill North,33
2018,15-19 years,Pacific Peoples,Total people - sex,Mount Roskill White Swan,63
2018,15-19 years,Pacific Peoples,Total people - sex,Mount Roskill Central North,51
2018,15-19 years,Pacific Peoples,Total people - sex,Mount Roskill Central South,90
2018,15-19 years,Pacific Peoples,Total people - sex,Mount Roskill South,27
2018,15-19 years,Pacific Peoples,Total people - sex,Hillsborough North (Auckland),30
2018,15-19 years,Pacific Peoples,Total people - sex,Hillsborough West (Auckland),36
2018,15-19 years,Pacific Peoples,Total people - sex,Royal Oak West (Auckland),18
2018,15-19 years,Pacific Peoples,Total people - sex,Hillsborough East (Auckland),18
2018,15-19 years,Pacific Peoples,Total people - sex,Royal Oak East (Auckland),27
2018,15-19 years,Pacific Peoples,Total people - sex,Hillsborough South (Auckland),27
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere Bridge Ambury,84
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere Bridge,69
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere Mountain View,162
2018,15-19 years,Pacific Peoples,Total people - sex,Auckland Airport,12
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere North,204
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere West,381
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere Central,255
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere South,240
2018,15-19 years,Pacific Peoples,Total people - sex,Highland Park (Auckland),21
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere Mascot,270
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere South East,258
2018,15-19 years,Pacific Peoples,Total people - sex,Mangere East,171
2018,15-19 years,Pacific Peoples,Total people - sex,Manukau Central,9
2018,15-19 years,Pacific Peoples,Total people - sex,Hilltop (Auckland),51
2018,15-19 years,Pacific Peoples,Total people - sex,The Gardens (Auckland),42
2018,15-19 years,Pacific Peoples,Total people - sex,Manurewa Central,111
2018,15-19 years,Pacific Peoples,Total people - sex,Manurewa East,114
2018,15-19 years,Pacific Peoples,Total people - sex,Manurewa South,108
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura West,18
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura North,51
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura Central,48
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura North East,51
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura Kelvin,141
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura Massey Park,78
2018,15-19 years,Pacific Peoples,Total people - sex,Papakura East,78
2018,15-19 years,Pacific Peoples,Total people - sex,Cloverlea (Auckland),12
2018,15-19 years,Asian,Male,Silverdale South (Auckland),3
2018,15-19 years,Asian,Male,Hillcrest North (Auckland),48
2018,15-19 years,Asian,Male,Hillcrest West (Auckland),24
2018,15-19 years,Asian,Male,Hillcrest East (Auckland),39
2018,15-19 years,Asian,Male,Western Heights (Auckland),54
2018,15-19 years,Asian,Male,Northcote Central (Auckland),21
2018,15-19 years,Asian,Male,Northcote South (Auckland),24
2018,15-19 years,Asian,Male,Northcote Point (Auckland),12
2018,15-19 years,Asian,Male,Belmont (Auckland),33
2018,15-19 years,Asian,Male,Avondale West (Auckland),30
2018,15-19 years,Asian,Male,Avondale North (Auckland),48
2018,15-19 years,Asian,Male,Avondale Central (Auckland),84
2018,15-19 years,Asian,Male,Morningside (Auckland),18
2018,15-19 years,Asian,Male,Avondale South (Auckland),48
2018,15-19 years,Asian,Male,Mount Roskill North,45
2018,15-19 years,Asian,Male,Mount Roskill White Swan,78
2018,15-19 years,Asian,Male,Mount Roskill Central North,78
2018,15-19 years,Asian,Male,Mount Roskill Central South,27
2018,15-19 years,Asian,Male,Mount Roskill South,54
2018,15-19 years,Asian,Male,Hillsborough North (Auckland),66
2018,15-19 years,Asian,Male,Hillsborough West (Auckland),90
2018,15-19 years,Asian,Male,Royal Oak West (Auckland),24
2018,15-19 years,Asian,Male,Hillsborough East (Auckland),42
2018,15-19 years,Asian,Male,Royal Oak East (Auckland),21
2018,15-19 years,Asian,Male,Hillsborough South (Auckland),27
2018,15-19 years,Asian,Male,Mangere Bridge Ambury,12
2018,15-19 years,Asian,Male,Mangere Bridge,12
2018,15-19 years,Asian,Male,Mangere Mountain View,15
2018,15-19 years,Asian,Male,Auckland Airport,0
2018,15-19 years,Asian,Male,Mangere North,3
2018,15-19 years,Asian,Male,Mangere West,9
2018,15-19 years,Asian,Male,Mangere Central,21
2018,15-19 years,Asian,Male,Mangere South,36
2018,15-19 years,Asian,Male,Highland Park (Auckland),84
2018,15-19 years,Asian,Male,Mangere Mascot,12
2018,15-19 years,Asian,Male,Mangere South East,39
2018,15-19 years,Asian,Male,Mangere East,48
2018,15-19 years,Asian,Male,Manukau Central,6
2018,15-19 years,Asian,Male,Hilltop (Auckland),54
2018,15-19 years,Asian,Male,The Gardens (Auckland),39
2018,15-19 years,Asian,Male,Manurewa Central,30
2018,15-19 years,Asian,Male,Manurewa East,15
2018,15-19 years,Asian,Male,Manurewa South,30
2018,15-19 years,Asian,Male,Papakura West,6
2018,15-19 years,Asian,Male,Papakura North,33
2018,15-19 years,Asian,Male,Papakura Central,12
2018,15-19 years,Asian,Male,Papakura North East,12
2018,15-19 years,Asian,Male,Papakura Kelvin,12
2018,15-19 years,Asian,Male,Papakura Massey Park,24
2018,15-19 years,Asian,Male,Papakura East,24
2018,15-19 years,Asian,Male,Cloverlea (Auckland),15
2018,15-19 years,Asian,Female,Silverdale South (Auckland),3
2018,15-19 years,Asian,Female,Hillcrest North (Auckland),78
2018,15-19 years,Asian,Female,Hillcrest West (Auckland),30
2018,15-19 years,Asian,Female,Hillcrest East (Auckland),42
2018,15-19 years,Asian,Female,Western Heights (Auckland),48
2018,15-19 years,Asian,Female,Northcote Central (Auckland),18
2018,15-19 years,Asian,Female,Northcote South (Auckland),24
2018,15-19 years,Asian,Female,Northcote Point (Auckland),12
2018,15-19 years,Asian,Female,Belmont (Auckland),33
2018,15-19 years,Asian,Female,Avondale West (Auckland),36
2018,15-19 years,Asian,Female,Avondale North (Auckland),42
2018,15-19 years,Asian,Female,Avondale Central (Auckland),93
2018,15-19 years,Asian,Female,Morningside (Auckland),27
2018,15-19 years,Asian,Female,Avondale South (Auckland),54
2018,15-19 years,Asian,Female,Mount Roskill North,45
2018,15-19 years,Asian,Female,Mount Roskill White Swan,69
2018,15-19 years,Asian,Female,Mount Roskill Central North,78
2018,15-19 years,Asian,Female,Mount Roskill Central South,33
2018,15-19 years,Asian,Female,Mount Roskill South,48
2018,15-19 years,Asian,Female,Hillsborough North (Auckland),36
2018,15-19 years,Asian,Female,Hillsborough West (Auckland),72
2018,15-19 years,Asian,Female,Royal Oak West (Auckland),27
2018,15-19 years,Asian,Female,Hillsborough East (Auckland),36
2018,15-19 years,Asian,Female,Royal Oak East (Auckland),24
2018,15-19 years,Asian,Female,Hillsborough South (Auckland),39
2018,15-19 years,Asian,Female,Mangere Bridge Ambury,12
2018,15-19 years,Asian,Female,Mangere Bridge,12
2018,15-19 years,Asian,Female,Mangere Mountain View,18
2018,15-19 years,Asian,Female,Auckland Airport,3
2018,15-19 years,Asian,Female,Mangere North,6
2018,15-19 years,Asian,Female,Mangere West,15
2018,15-19 years,Asian,Female,Mangere Central,15
2018,15-19 years,Asian,Female,Mangere South,39
2018,15-19 years,Asian,Female,Highland Park (Auckland),66
2018,15-19 years,Asian,Female,Mangere Mascot,12
2018,15-19 years,Asian,Female,Mangere South East,33
2018,15-19 years,Asian,Female,Mangere East,45
2018,15-19 years,Asian,Female,Manukau Central,3
2018,15-19 years,Asian,Female,Hilltop (Auckland),42
2018,15-19 years,Asian,Female,The Gardens (Auckland),48
2018,15-19 years,Asian,Female,Manurewa Central,36
2018,15-19 years,Asian,Female,Manurewa East,30
2018,15-19 years,Asian,Female,Manurewa South,24
2018,15-19 years,Asian,Female,Papakura West,6
2018,15-19 years,Asian,Female,Papakura North,18
2018,15-19 years,Asian,Female,Papakura Central,15
2018,15-19 years,Asian,Female,Papakura North East,12
2018,15-19 years,Asian,Female,Papakura Kelvin,12
2018,15-19 years,Asian,Female,Papakura Massey Park,6
2018,15-19 years,Asian,Female,Papakura East,27
2018,15-19 years,Asian,Female,Cloverlea (Auckland),18
2018,15-19 years,Asian,Total people - sex,Silverdale South (Auckland),6
2018,15-19 years,Asian,Total people - sex,Hillcrest North (Auckland),126
2018,15-19 years,Asian,Total people - sex,Hillcrest West (Auckland),57
2018,15-19 years,Asian,Total people - sex,Hillcrest East (Auckland),81
2018,15-19 years,Asian,Total people - sex,Western Heights (Auckland),102
2018,15-19 years,Asian,Total people - sex,Northcote Central (Auckland),39
2018,15-19 years,Asian,Total people - sex,Northcote South (Auckland),48
2018,15-19 years,Asian,Total people - sex,Northcote Point (Auckland),21
2018,15-19 years,Asian,Total people - sex,Belmont (Auckland),63
2018,15-19 years,Asian,Total people - sex,Avondale West (Auckland),69
2018,15-19 years,Asian,Total people - sex,Avondale North (Auckland),90
2018,15-19 years,Asian,Total people - sex,Avondale Central (Auckland),177
2018,15-19 years,Asian,Total people - sex,Morningside (Auckland),45
2018,15-19 years,Asian,Total people - sex,Avondale South (Auckland),102
2018,15-19 years,Asian,Total people - sex,Mount Roskill North,90
2018,15-19 years,Asian,Total people - sex,Mount Roskill White Swan,150
2018,15-19 years,Asian,Total people - sex,Mount Roskill Central North,156
2018,15-19 years,Asian,Total people - sex,Mount Roskill Central South,60
2018,15-19 years,Asian,Total people - sex,Mount Roskill South,102
2018,15-19 years,Asian,Total people - sex,Hillsborough North (Auckland),102
2018,15-19 years,Asian,Total people - sex,Hillsborough West (Auckland),162
2018,15-19 years,Asian,Total people - sex,Royal Oak West (Auckland),54
2018,15-19 years,Asian,Total people - sex,Hillsborough East (Auckland),78
2018,15-19 years,Asian,Total people - sex,Royal Oak East (Auckland),45
2018,15-19 years,Asian,Total people - sex,Hillsborough South (Auckland),66
2018,15-19 years,Asian,Total people - sex,Mangere Bridge Ambury,27
2018,15-19 years,Asian,Total people - sex,Mangere Bridge,24
2018,15-19 years,Asian,Total people - sex,Mangere Mountain View,33
2018,15-19 years,Asian,Total people - sex,Auckland Airport,3
2018,15-19 years,Asian,Total people - sex,Mangere North,12
2018,15-19 years,Asian,Total people - sex,Mangere West,24
2018,15-19 years,Asian,Total people - sex,Mangere Central,36
2018,15-19 years,Asian,Total people - sex,Mangere South,75
2018,15-19 years,Asian,Total people - sex,Highland Park (Auckland),150
2018,15-19 years,Asian,Total people - sex,Mangere Mascot,24
2018,15-19 years,Asian,Total people - sex,Mangere South East,72
2018,15-19 years,Asian,Total people - sex,Mangere East,93
2018,15-19 years,Asian,Total people - sex,Manukau Central,6
2018,15-19 years,Asian,Total people - sex,Hilltop (Auckland),99
2018,15-19 years,Asian,Total people - sex,The Gardens (Auckland),87
2018,15-19 years,Asian,Total people - sex,Manurewa Central,66
2018,15-19 years,Asian,Total people - sex,Manurewa East,45
2018,15-19 years,Asian,Total people - sex,Manurewa South,54
2018,15-19 years,Asian,Total people - sex,Papakura West,15
2018,15-19 years,Asian,Total people - sex,Papakura North,51
2018,15-19 years,Asian,Total people - sex,Papakura Central,27
2018,15-19 years,Asian,Total people - sex,Papakura North East,21
2018,15-19 years,Asian,Total people - sex,Papakura Kelvin,27
2018,15-19 years,Asian,Total people - sex,Papakura Massey Park,30
2018,15-19 years,Asian,Total people - sex,Papakura East,48
2018,15-19 years,Asian,Total people - sex,Cloverlea (Auckland),30
2018,15-19 years,Middle Eastern/Latin American/African,Male,Silverdale South (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillcrest North (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillcrest West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillcrest East (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Western Heights (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Northcote Central (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Northcote South (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Northcote Point (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Belmont (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Avondale West (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Male,Avondale North (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Male,Avondale Central (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Morningside (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Avondale South (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mount Roskill North,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mount Roskill White Swan,6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central North,6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central South,12
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mount Roskill South,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillsborough North (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillsborough West (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Royal Oak West (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillsborough East (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Royal Oak East (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hillsborough South (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere Bridge Ambury,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere Bridge,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere Mountain View,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Auckland Airport,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere North,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere West,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere South,6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Highland Park (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere Mascot,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere South East,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Mangere East,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Manukau Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Hilltop (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,The Gardens (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Manurewa Central,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Manurewa East,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Manurewa South,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura West,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura North,3
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura North East,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura Kelvin,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura Massey Park,0
2018,15-19 years,Middle Eastern/Latin American/African,Male,Papakura East,6
2018,15-19 years,Middle Eastern/Latin American/African,Male,Cloverlea (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Silverdale South (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillcrest North (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillcrest West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillcrest East (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Western Heights (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Northcote Central (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Northcote South (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Northcote Point (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Belmont (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Avondale West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Avondale North (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Avondale Central (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Female,Morningside (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Female,Avondale South (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mount Roskill North,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mount Roskill White Swan,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central North,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central South,12
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mount Roskill South,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillsborough North (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillsborough West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Royal Oak West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillsborough East (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Royal Oak East (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hillsborough South (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere Bridge Ambury,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere Bridge,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere Mountain View,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Auckland Airport,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere North,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere West,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere South,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Highland Park (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere Mascot,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere South East,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Mangere East,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Manukau Central,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Hilltop (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Female,The Gardens (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Manurewa Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Manurewa East,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Manurewa South,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura West,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura North,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura North East,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura Kelvin,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura Massey Park,0
2018,15-19 years,Middle Eastern/Latin American/African,Female,Papakura East,3
2018,15-19 years,Middle Eastern/Latin American/African,Female,Cloverlea (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Silverdale South (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest North (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest East (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Western Heights (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Northcote Central (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Northcote South (Auckland),0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Northcote Point (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Belmont (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Avondale West (Auckland),12
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Avondale North (Auckland),12
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Avondale Central (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Morningside (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Avondale South (Auckland),12
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill North,9
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill White Swan,9
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill Central North,12
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill Central South,21
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill South,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillsborough North (Auckland),9
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillsborough West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Royal Oak West (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillsborough East (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Royal Oak East (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hillsborough South (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere Bridge Ambury,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere Bridge,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere Mountain View,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Airport,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere North,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere West,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere South,6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Highland Park (Auckland),12
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere Mascot,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere South East,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Mangere East,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Manukau Central,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Hilltop (Auckland),6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,The Gardens (Auckland),3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Manurewa Central,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Manurewa East,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Manurewa South,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura West,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura North,6
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura Central,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura North East,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura Kelvin,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura Massey Park,0
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Papakura East,3
2018,15-19 years,Middle Eastern/Latin American/African,Total people - sex,Cloverlea (Auckland),0
2018,15-19 years,Other ethnicity,Male,Silverdale South (Auckland),0
2018,15-19 years,Other ethnicity,Male,Hillcrest North (Auckland),3
2018,15-19 years,Other ethnicity,Male,Hillcrest West (Auckland),0
2018,15-19 years,Other ethnicity,Male,Hillcrest East (Auckland),3
2018,15-19 years,Other ethnicity,Male,Western Heights (Auckland),3
2018,15-19 years,Other ethnicity,Male,Northcote Central (Auckland),0
2018,15-19 years,Other ethnicity,Male,Northcote South (Auckland),0
2018,15-19 years,Other ethnicity,Male,Northcote Point (Auckland),3
2018,15-19 years,Other ethnicity,Male,Belmont (Auckland),0
2018,15-19 years,Other ethnicity,Male,Avondale West (Auckland),3
2018,15-19 years,Other ethnicity,Male,Avondale North (Auckland),0
2018,15-19 years,Other ethnicity,Male,Avondale Central (Auckland),0
2018,15-19 years,Other ethnicity,Male,Morningside (Auckland),0
2018,15-19 years,Other ethnicity,Male,Avondale South (Auckland),0
2018,15-19 years,Other ethnicity,Male,Mount Roskill North,0
2018,15-19 years,Other ethnicity,Male,Mount Roskill White Swan,0
2018,15-19 years,Other ethnicity,Male,Mount Roskill Central North,0
2018,15-19 years,Other ethnicity,Male,Mount Roskill Central South,0
2018,15-19 years,Other ethnicity,Male,Mount Roskill South,0
2018,15-19 years,Other ethnicity,Male,Hillsborough North (Auckland),0
2018,15-19 years,Other ethnicity,Male,Hillsborough West (Auckland),0
2018,15-19 years,Other ethnicity,Male,Royal Oak West (Auckland),0
2018,15-19 years,Other ethnicity,Male,Hillsborough East (Auckland),0
2018,15-19 years,Other ethnicity,Male,Royal Oak East (Auckland),0
2018,15-19 years,Other ethnicity,Male,Hillsborough South (Auckland),0
2018,15-19 years,Other ethnicity,Male,Mangere Bridge Ambury,0
2018,15-19 years,Other ethnicity,Male,Mangere Bridge,0
2018,15-19 years,Other ethnicity,Male,Mangere Mountain View,3
2018,15-19 years,Other ethnicity,Male,Auckland Airport,0
2018,15-19 years,Other ethnicity,Male,Mangere North,0
2018,15-19 years,Other ethnicity,Male,Mangere West,3
2018,15-19 years,Other ethnicity,Male,Mangere Central,0
2018,15-19 years,Other ethnicity,Male,Mangere South,3
2018,15-19 years,Other ethnicity,Male,Highland Park (Auckland),0
2018,15-19 years,Other ethnicity,Male,Mangere Mascot,0
2018,15-19 years,Other ethnicity,Male,Mangere South East,0
2018,15-19 years,Other ethnicity,Male,Mangere East,0
2018,15-19 years,Other ethnicity,Male,Manukau Central,0
2018,15-19 years,Other ethnicity,Male,Hilltop (Auckland),3
2018,15-19 years,Other ethnicity,Male,The Gardens (Auckland),3
2018,15-19 years,Other ethnicity,Male,Manurewa Central,0
2018,15-19 years,Other ethnicity,Male,Manurewa East,3
2018,15-19 years,Other ethnicity,Male,Manurewa South,0
