Year,Age,Ethnic,Sex,Area,count
2013,25-29 years,Maori,Total people - sex,Papakura North,84
2013,25-29 years,Maori,Total people - sex,Papakura Central,39
2013,25-29 years,Maori,Total people - sex,Papakura North East,48
2013,25-29 years,Maori,Total people - sex,Papakura Kelvin,123
2013,25-29 years,Maori,Total people - sex,Papakura Massey Park,66
2013,25-29 years,Maori,Total people - sex,Papakura East,48
2013,25-29 years,Maori,Total people - sex,Cloverlea (Auckland),9
2013,25-29 years,Pacific Peoples,Male,Silverdale South (Auckland),0
2013,25-29 years,Pacific Peoples,Male,Hillcrest North (Auckland),3
2013,25-29 years,Pacific Peoples,Male,Hillcrest West (Auckland),3
2013,25-29 years,Pacific Peoples,Male,Hillcrest East (Auckland),0
2013,25-29 years,Pacific Peoples,Male,Western Heights (Auckland),12
2013,25-29 years,Pacific Peoples,Male,Northcote Central (Auckland),18
2013,25-29 years,Pacific Peoples,Male,Northcote South (Auckland),0
2013,25-29 years,Pacific Peoples,Male,Northcote Point (Auckland),3
2013,25-29 years,Pacific Peoples,Male,Belmont (Auckland),6
2013,25-29 years,Pacific Peoples,Male,Avondale West (Auckland),30
2013,25-29 years,Pacific Peoples,Male,Avondale North (Auckland),24
2013,25-29 years,Pacific Peoples,Male,Avondale Central (Auckland),9
2013,25-29 years,Pacific Peoples,Male,Morningside (Auckland),21
2013,25-29 years,Pacific Peoples,Male,Avondale South (Auckland),36
2013,25-29 years,Pacific Peoples,Male,Mount Roskill North,12
2013,25-29 years,Pacific Peoples,Male,Mount Roskill White Swan,18
2013,25-29 years,Pacific Peoples,Male,Mount Roskill Central North,9
2013,25-29 years,Pacific Peoples,Male,Mount Roskill Central South,33
2013,25-29 years,Pacific Peoples,Male,Mount Roskill South,6
2013,25-29 years,Pacific Peoples,Male,Hillsborough North (Auckland),12
2013,25-29 years,Pacific Peoples,Male,Hillsborough West (Auckland),6
2013,25-29 years,Pacific Peoples,Male,Royal Oak West (Auckland),3
2013,25-29 years,Pacific Peoples,Male,Hillsborough East (Auckland),12
2013,25-29 years,Pacific Peoples,Male,Royal Oak East (Auckland),6
2013,25-29 years,Pacific Peoples,Male,Hillsborough South (Auckland),9
2013,25-29 years,Pacific Peoples,Male,Mangere Bridge Ambury,18
2013,25-29 years,Pacific Peoples,Male,Mangere Bridge,12
2013,25-29 years,Pacific Peoples,Male,Mangere Mountain View,45
2013,25-29 years,Pacific Peoples,Male,Auckland Airport,6
2013,25-29 years,Pacific Peoples,Male,Mangere North,30
2013,25-29 years,Pacific Peoples,Male,Mangere West,66
2013,25-29 years,Pacific Peoples,Male,Mangere Central,63
2013,25-29 years,Pacific Peoples,Male,Mangere South,51
2013,25-29 years,Pacific Peoples,Male,Highland Park (Auckland),6
2013,25-29 years,Pacific Peoples,Male,Mangere Mascot,51
2013,25-29 years,Pacific Peoples,Male,Mangere South East,45
2013,25-29 years,Pacific Peoples,Male,Mangere East,42
2013,25-29 years,Pacific Peoples,Male,Manukau Central,6
2013,25-29 years,Pacific Peoples,Male,Hilltop (Auckland),18
2013,25-29 years,Pacific Peoples,Male,The Gardens (Auckland),12
2013,25-29 years,Pacific Peoples,Male,Manurewa Central,27
2013,25-29 years,Pacific Peoples,Male,Manurewa East,24
2013,25-29 years,Pacific Peoples,Male,Manurewa South,30
2013,25-29 years,Pacific Peoples,Male,Papakura West,3
2013,25-29 years,Pacific Peoples,Male,Papakura North,21
2013,25-29 years,Pacific Peoples,Male,Papakura Central,12
2013,25-29 years,Pacific Peoples,Male,Papakura North East,12
2013,25-29 years,Pacific Peoples,Male,Papakura Kelvin,24
2013,25-29 years,Pacific Peoples,Male,Papakura Massey Park,18
2013,25-29 years,Pacific Peoples,Male,Papakura East,15
2013,25-29 years,Pacific Peoples,Male,Cloverlea (Auckland),3
2013,25-29 years,Pacific Peoples,Female,Silverdale South (Auckland),0
2013,25-29 years,Pacific Peoples,Female,Hillcrest North (Auckland),0
2013,25-29 years,Pacific Peoples,Female,Hillcrest West (Auckland),3
2013,25-29 years,Pacific Peoples,Female,Hillcrest East (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Western Heights (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Northcote Central (Auckland),15
2013,25-29 years,Pacific Peoples,Female,Northcote South (Auckland),0
2013,25-29 years,Pacific Peoples,Female,Northcote Point (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Belmont (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Avondale West (Auckland),39
2013,25-29 years,Pacific Peoples,Female,Avondale North (Auckland),21
2013,25-29 years,Pacific Peoples,Female,Avondale Central (Auckland),15
2013,25-29 years,Pacific Peoples,Female,Morningside (Auckland),18
2013,25-29 years,Pacific Peoples,Female,Avondale South (Auckland),33
2013,25-29 years,Pacific Peoples,Female,Mount Roskill North,15
2013,25-29 years,Pacific Peoples,Female,Mount Roskill White Swan,18
2013,25-29 years,Pacific Peoples,Female,Mount Roskill Central North,12
2013,25-29 years,Pacific Peoples,Female,Mount Roskill Central South,42
2013,25-29 years,Pacific Peoples,Female,Mount Roskill South,3
2013,25-29 years,Pacific Peoples,Female,Hillsborough North (Auckland),9
2013,25-29 years,Pacific Peoples,Female,Hillsborough West (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Royal Oak West (Auckland),3
2013,25-29 years,Pacific Peoples,Female,Hillsborough East (Auckland),9
2013,25-29 years,Pacific Peoples,Female,Royal Oak East (Auckland),3
2013,25-29 years,Pacific Peoples,Female,Hillsborough South (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Mangere Bridge Ambury,18
2013,25-29 years,Pacific Peoples,Female,Mangere Bridge,18
2013,25-29 years,Pacific Peoples,Female,Mangere Mountain View,54
2013,25-29 years,Pacific Peoples,Female,Auckland Airport,12
2013,25-29 years,Pacific Peoples,Female,Mangere North,45
2013,25-29 years,Pacific Peoples,Female,Mangere West,96
2013,25-29 years,Pacific Peoples,Female,Mangere Central,93
2013,25-29 years,Pacific Peoples,Female,Mangere South,57
2013,25-29 years,Pacific Peoples,Female,Highland Park (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Mangere Mascot,63
2013,25-29 years,Pacific Peoples,Female,Mangere South East,63
2013,25-29 years,Pacific Peoples,Female,Mangere East,51
2013,25-29 years,Pacific Peoples,Female,Manukau Central,6
2013,25-29 years,Pacific Peoples,Female,Hilltop (Auckland),18
2013,25-29 years,Pacific Peoples,Female,The Gardens (Auckland),6
2013,25-29 years,Pacific Peoples,Female,Manurewa Central,33
2013,25-29 years,Pacific Peoples,Female,Manurewa East,27
2013,25-29 years,Pacific Peoples,Female,Manurewa South,48
2013,25-29 years,Pacific Peoples,Female,Papakura West,3
2013,25-29 years,Pacific Peoples,Female,Papakura North,24
2013,25-29 years,Pacific Peoples,Female,Papakura Central,9
2013,25-29 years,Pacific Peoples,Female,Papakura North East,9
2013,25-29 years,Pacific Peoples,Female,Papakura Kelvin,36
2013,25-29 years,Pacific Peoples,Female,Papakura Massey Park,15
2013,25-29 years,Pacific Peoples,Female,Papakura East,12
2013,25-29 years,Pacific Peoples,Female,Cloverlea (Auckland),0
2013,25-29 years,Pacific Peoples,Total people - sex,Silverdale South (Auckland),0
2013,25-29 years,Pacific Peoples,Total people - sex,Hillcrest North (Auckland),6
2013,25-29 years,Pacific Peoples,Total people - sex,Hillcrest West (Auckland),6
2013,25-29 years,Pacific Peoples,Total people - sex,Hillcrest East (Auckland),9
2013,25-29 years,Pacific Peoples,Total people - sex,Western Heights (Auckland),18
2013,25-29 years,Pacific Peoples,Total people - sex,Northcote Central (Auckland),30
2013,25-29 years,Pacific Peoples,Total people - sex,Northcote South (Auckland),3
2013,25-29 years,Pacific Peoples,Total people - sex,Northcote Point (Auckland),6
2013,25-29 years,Pacific Peoples,Total people - sex,Belmont (Auckland),12
2013,25-29 years,Pacific Peoples,Total people - sex,Avondale West (Auckland),72
2013,25-29 years,Pacific Peoples,Total people - sex,Avondale North (Auckland),45
2013,25-29 years,Pacific Peoples,Total people - sex,Avondale Central (Auckland),27
2013,25-29 years,Pacific Peoples,Total people - sex,Morningside (Auckland),39
2013,25-29 years,Pacific Peoples,Total people - sex,Avondale South (Auckland),69
2013,25-29 years,Pacific Peoples,Total people - sex,Mount Roskill North,27
2013,25-29 years,Pacific Peoples,Total people - sex,Mount Roskill White Swan,33
2013,25-29 years,Pacific Peoples,Total people - sex,Mount Roskill Central North,21
2013,25-29 years,Pacific Peoples,Total people - sex,Mount Roskill Central South,72
2013,25-29 years,Pacific Peoples,Total people - sex,Mount Roskill South,12
2013,25-29 years,Pacific Peoples,Total people - sex,Hillsborough North (Auckland),21
2013,25-29 years,Pacific Peoples,Total people - sex,Hillsborough West (Auckland),15
2013,25-29 years,Pacific Peoples,Total people - sex,Royal Oak West (Auckland),6
2013,25-29 years,Pacific Peoples,Total people - sex,Hillsborough East (Auckland),21
2013,25-29 years,Pacific Peoples,Total people - sex,Royal Oak East (Auckland),12
2013,25-29 years,Pacific Peoples,Total people - sex,Hillsborough South (Auckland),12
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere Bridge Ambury,36
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere Bridge,30
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere Mountain View,96
2013,25-29 years,Pacific Peoples,Total people - sex,Auckland Airport,15
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere North,75
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere West,162
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere Central,159
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere South,105
2013,25-29 years,Pacific Peoples,Total people - sex,Highland Park (Auckland),15
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere Mascot,120
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere South East,102
2013,25-29 years,Pacific Peoples,Total people - sex,Mangere East,90
2013,25-29 years,Pacific Peoples,Total people - sex,Manukau Central,12
2013,25-29 years,Pacific Peoples,Total people - sex,Hilltop (Auckland),39
2013,25-29 years,Pacific Peoples,Total people - sex,The Gardens (Auckland),18
2013,25-29 years,Pacific Peoples,Total people - sex,Manurewa Central,60
2013,25-29 years,Pacific Peoples,Total people - sex,Manurewa East,51
2013,25-29 years,Pacific Peoples,Total people - sex,Manurewa South,78
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura West,9
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura North,45
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura Central,18
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura North East,18
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura Kelvin,60
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura Massey Park,33
2013,25-29 years,Pacific Peoples,Total people - sex,Papakura East,27
2013,25-29 years,Pacific Peoples,Total people - sex,Cloverlea (Auckland),3
2013,25-29 years,Asian,Male,Silverdale South (Auckland),6
2013,25-29 years,Asian,Male,Hillcrest North (Auckland),66
2013,25-29 years,Asian,Male,Hillcrest West (Auckland),39
2013,25-29 years,Asian,Male,Hillcrest East (Auckland),42
2013,25-29 years,Asian,Male,Western Heights (Auckland),42
2013,25-29 years,Asian,Male,Northcote Central (Auckland),30
2013,25-29 years,Asian,Male,Northcote South (Auckland),36
2013,25-29 years,Asian,Male,Northcote Point (Auckland),21
2013,25-29 years,Asian,Male,Belmont (Auckland),6
2013,25-29 years,Asian,Male,Avondale West (Auckland),78
2013,25-29 years,Asian,Male,Avondale North (Auckland),72
2013,25-29 years,Asian,Male,Avondale Central (Auckland),60
2013,25-29 years,Asian,Male,Morningside (Auckland),78
2013,25-29 years,Asian,Male,Auckland-University,9
2013,25-29 years,Asian,Male,Avondale South (Auckland),99
2013,25-29 years,Asian,Male,Mount Roskill North,78
2013,25-29 years,Asian,Male,Mount Roskill White Swan,123
2013,25-29 years,Asian,Male,Mount Roskill Central North,81
2013,25-29 years,Asian,Male,Mount Roskill Central South,33
2013,25-29 years,Asian,Male,Mount Roskill South,60
2013,25-29 years,Asian,Male,Hillsborough North (Auckland),66
2013,25-29 years,Asian,Male,Hillsborough West (Auckland),66
2013,25-29 years,Asian,Male,Royal Oak West (Auckland),33
2013,25-29 years,Asian,Male,Hillsborough East (Auckland),36
2013,25-29 years,Asian,Male,Royal Oak East (Auckland),45
2013,25-29 years,Asian,Male,Hillsborough South (Auckland),30
2013,25-29 years,Asian,Male,Mangere Bridge Ambury,3
2013,25-29 years,Asian,Male,Mangere Bridge,6
2013,25-29 years,Asian,Male,Mangere Mountain View,15
2013,25-29 years,Asian,Male,Mangere North,0
2013,25-29 years,Asian,Male,Mangere West,12
2013,25-29 years,Asian,Male,Mangere Central,12
2013,25-29 years,Asian,Male,Mangere South,33
2013,25-29 years,Asian,Male,Highland Park (Auckland),48
2013,25-29 years,Asian,Male,Mangere Mascot,15
2013,25-29 years,Asian,Male,Mangere South East,63
2013,25-29 years,Asian,Male,Mangere East,60
2013,25-29 years,Asian,Male,Manukau Central,18
2013,25-29 years,Asian,Male,Hilltop (Auckland),66
2013,25-29 years,Asian,Male,The Gardens (Auckland),21
2013,25-29 years,Asian,Male,Manurewa Central,66
2013,25-29 years,Asian,Male,Manurewa East,27
2013,25-29 years,Asian,Male,Manurewa South,36
2013,25-29 years,Asian,Male,Papakura West,3
2013,25-29 years,Asian,Male,Papakura North,24
2013,25-29 years,Asian,Male,Papakura Central,15
2013,25-29 years,Asian,Male,Papakura North East,3
2013,25-29 years,Asian,Male,Papakura Kelvin,6
2013,25-29 years,Asian,Male,Papakura Massey Park,12
2013,25-29 years,Asian,Male,Papakura East,12
2013,25-29 years,Asian,Male,Cloverlea (Auckland),12
2013,25-29 years,Asian,Female,Silverdale South (Auckland),3
2013,25-29 years,Asian,Female,Hillcrest North (Auckland),54
2013,25-29 years,Asian,Female,Hillcrest West (Auckland),42
2013,25-29 years,Asian,Female,Hillcrest East (Auckland),48
2013,25-29 years,Asian,Female,Western Heights (Auckland),57
2013,25-29 years,Asian,Female,Northcote Central (Auckland),42
2013,25-29 years,Asian,Female,Northcote South (Auckland),33
2013,25-29 years,Asian,Female,Northcote Point (Auckland),12
2013,25-29 years,Asian,Female,Belmont (Auckland),6
2013,25-29 years,Asian,Female,Avondale West (Auckland),78
2013,25-29 years,Asian,Female,Avondale North (Auckland),54
2013,25-29 years,Asian,Female,Avondale Central (Auckland),57
2013,25-29 years,Asian,Female,Morningside (Auckland),66
2013,25-29 years,Asian,Female,Auckland-University,12
2013,25-29 years,Asian,Female,Avondale South (Auckland),90
2013,25-29 years,Asian,Female,Mount Roskill North,90
2013,25-29 years,Asian,Female,Mount Roskill White Swan,105
2013,25-29 years,Asian,Female,Mount Roskill Central North,72
2013,25-29 years,Asian,Female,Mount Roskill Central South,36
2013,25-29 years,Asian,Female,Mount Roskill South,75
2013,25-29 years,Asian,Female,Hillsborough North (Auckland),90
2013,25-29 years,Asian,Female,Hillsborough West (Auckland),75
2013,25-29 years,Asian,Female,Royal Oak West (Auckland),42
2013,25-29 years,Asian,Female,Hillsborough East (Auckland),36
2013,25-29 years,Asian,Female,Royal Oak East (Auckland),54
2013,25-29 years,Asian,Female,Hillsborough South (Auckland),42
2013,25-29 years,Asian,Female,Mangere Bridge Ambury,9
2013,25-29 years,Asian,Female,Mangere Bridge,9
2013,25-29 years,Asian,Female,Mangere Mountain View,15
2013,25-29 years,Asian,Female,Mangere North,3
2013,25-29 years,Asian,Female,Mangere West,9
2013,25-29 years,Asian,Female,Mangere Central,12
2013,25-29 years,Asian,Female,Mangere South,45
2013,25-29 years,Asian,Female,Highland Park (Auckland),51
2013,25-29 years,Asian,Female,Mangere Mascot,18
2013,25-29 years,Asian,Female,Mangere South East,51
2013,25-29 years,Asian,Female,Mangere East,66
2013,25-29 years,Asian,Female,Manukau Central,24
2013,25-29 years,Asian,Female,Hilltop (Auckland),69
2013,25-29 years,Asian,Female,The Gardens (Auckland),15
2013,25-29 years,Asian,Female,Manurewa Central,54
2013,25-29 years,Asian,Female,Manurewa East,24
2013,25-29 years,Asian,Female,Manurewa South,36
2013,25-29 years,Asian,Female,Papakura West,3
2013,25-29 years,Asian,Female,Papakura North,21
2013,25-29 years,Asian,Female,Papakura Central,12
2013,25-29 years,Asian,Female,Papakura North East,6
2013,25-29 years,Asian,Female,Papakura Kelvin,3
2013,25-29 years,Asian,Female,Papakura Massey Park,15
2013,25-29 years,Asian,Female,Papakura East,18
2013,25-29 years,Asian,Female,Cloverlea (Auckland),12
2013,25-29 years,Asian,Total people - sex,Silverdale South (Auckland),6
2013,25-29 years,Asian,Total people - sex,Hillcrest North (Auckland),117
2013,25-29 years,Asian,Total people - sex,Hillcrest West (Auckland),84
2013,25-29 years,Asian,Total people - sex,Hillcrest East (Auckland),90
2013,25-29 years,Asian,Total people - sex,Western Heights (Auckland),99
2013,25-29 years,Asian,Total people - sex,Northcote Central (Auckland),72
2013,25-29 years,Asian,Total people - sex,Northcote South (Auckland),66
2013,25-29 years,Asian,Total people - sex,Northcote Point (Auckland),33
2013,25-29 years,Asian,Total people - sex,Belmont (Auckland),12
2013,25-29 years,Asian,Total people - sex,Avondale West (Auckland),159
2013,25-29 years,Asian,Total people - sex,Avondale North (Auckland),129
2013,25-29 years,Asian,Total people - sex,Avondale Central (Auckland),117
2013,25-29 years,Asian,Total people - sex,Morningside (Auckland),144
2013,25-29 years,Asian,Total people - sex,Auckland-University,21
2013,25-29 years,Asian,Total people - sex,Avondale South (Auckland),189
2013,25-29 years,Asian,Total people - sex,Mount Roskill North,168
2013,25-29 years,Asian,Total people - sex,Mount Roskill White Swan,231
2013,25-29 years,Asian,Total people - sex,Mount Roskill Central North,153
2013,25-29 years,Asian,Total people - sex,Mount Roskill Central South,69
2013,25-29 years,Asian,Total people - sex,Mount Roskill South,135
2013,25-29 years,Asian,Total people - sex,Hillsborough North (Auckland),156
2013,25-29 years,Asian,Total people - sex,Hillsborough West (Auckland),141
2013,25-29 years,Asian,Total people - sex,Royal Oak West (Auckland),75
2013,25-29 years,Asian,Total people - sex,Hillsborough East (Auckland),72
2013,25-29 years,Asian,Total people - sex,Royal Oak East (Auckland),99
2013,25-29 years,Asian,Total people - sex,Hillsborough South (Auckland),72
2013,25-29 years,Asian,Total people - sex,Mangere Bridge Ambury,12
2013,25-29 years,Asian,Total people - sex,Mangere Bridge,15
2013,25-29 years,Asian,Total people - sex,Mangere Mountain View,30
2013,25-29 years,Asian,Total people - sex,Auckland Airport,6
2013,25-29 years,Asian,Total people - sex,Mangere North,3
2013,25-29 years,Asian,Total people - sex,Mangere West,27
2013,25-29 years,Asian,Total people - sex,Mangere Central,27
2013,25-29 years,Asian,Total people - sex,Mangere South,75
2013,25-29 years,Asian,Total people - sex,Highland Park (Auckland),99
2013,25-29 years,Asian,Total people - sex,Mangere Mascot,33
2013,25-29 years,Asian,Total people - sex,Mangere South East,114
2013,25-29 years,Asian,Total people - sex,Mangere East,129
2013,25-29 years,Asian,Total people - sex,Manukau Central,42
2013,25-29 years,Asian,Total people - sex,Hilltop (Auckland),132
2013,25-29 years,Asian,Total people - sex,The Gardens (Auckland),36
2013,25-29 years,Asian,Total people - sex,Manurewa Central,117
2013,25-29 years,Asian,Total people - sex,Manurewa East,51
2013,25-29 years,Asian,Total people - sex,Manurewa South,75
2013,25-29 years,Asian,Total people - sex,Papakura West,9
2013,25-29 years,Asian,Total people - sex,Papakura North,45
2013,25-29 years,Asian,Total people - sex,Papakura Central,27
2013,25-29 years,Asian,Total people - sex,Papakura North East,12
2013,25-29 years,Asian,Total people - sex,Papakura Kelvin,12
2013,25-29 years,Asian,Total people - sex,Papakura Massey Park,24
2013,25-29 years,Asian,Total people - sex,Papakura East,27
2013,25-29 years,Asian,Total people - sex,Cloverlea (Auckland),24
2013,25-29 years,Middle Eastern/Latin American/African,Male,Silverdale South (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillcrest North (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillcrest West (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillcrest East (Auckland),9
2013,25-29 years,Middle Eastern/Latin American/African,Male,Western Heights (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Northcote Central (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Northcote South (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Northcote Point (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Belmont (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Avondale West (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Avondale North (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Avondale Central (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Morningside (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Avondale South (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mount Roskill North,9
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mount Roskill White Swan,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central North,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central South,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mount Roskill South,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillsborough North (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillsborough West (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Royal Oak West (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillsborough East (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Royal Oak East (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hillsborough South (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere Bridge Ambury,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere Bridge,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere Mountain View,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere North,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere West,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere Central,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere South,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Highland Park (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere Mascot,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere South East,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Mangere East,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Manukau Central,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Hilltop (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Male,The Gardens (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Manurewa Central,6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Manurewa East,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Manurewa South,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura West,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura North,6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura Central,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura North East,3
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura Kelvin,6
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura Massey Park,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Papakura East,0
2013,25-29 years,Middle Eastern/Latin American/African,Male,Cloverlea (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Silverdale South (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillcrest North (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillcrest West (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillcrest East (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Western Heights (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Northcote Central (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Northcote South (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Northcote Point (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Belmont (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Avondale West (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Avondale North (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Avondale Central (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Morningside (Auckland),9
2013,25-29 years,Middle Eastern/Latin American/African,Female,Avondale South (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mount Roskill North,6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mount Roskill White Swan,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central North,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central South,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mount Roskill South,6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillsborough North (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillsborough West (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Royal Oak West (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillsborough East (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Royal Oak East (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hillsborough South (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere Bridge Ambury,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere Bridge,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere Mountain View,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere North,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere West,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere Central,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere South,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Highland Park (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere Mascot,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere South East,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Mangere East,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Manukau Central,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Hilltop (Auckland),3
2013,25-29 years,Middle Eastern/Latin American/African,Female,The Gardens (Auckland),6
2013,25-29 years,Middle Eastern/Latin American/African,Female,Manurewa Central,9
2013,25-29 years,Middle Eastern/Latin American/African,Female,Manurewa East,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Manurewa South,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura West,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura North,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura Central,3
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura North East,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura Kelvin,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura Massey Park,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Papakura East,0
2013,25-29 years,Middle Eastern/Latin American/African,Female,Cloverlea (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Total people - sex,Silverdale South (Auckland),0
2013,25-29 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest North (Auckland),3
