Year,Age,Ethnic,Sex,Area,count
2013,80-84 years,Other ethnicity,Male,Hilltop (Auckland),0
2013,80-84 years,Other ethnicity,Male,The Gardens (Auckland),0
2013,80-84 years,Other ethnicity,Male,Manurewa Central,0
2013,80-84 years,Other ethnicity,Male,Manurewa East,0
2013,80-84 years,Other ethnicity,Male,Manurewa South,0
2013,80-84 years,Other ethnicity,Male,Papakura West,3
2013,80-84 years,Other ethnicity,Male,Papakura North,0
2013,80-84 years,Other ethnicity,Male,Papakura Central,0
2013,80-84 years,Other ethnicity,Male,Papakura North East,0
2013,80-84 years,Other ethnicity,Male,Papakura Kelvin,0
2013,80-84 years,Other ethnicity,Male,Papakura Massey Park,0
2013,80-84 years,Other ethnicity,Male,Papakura East,0
2013,80-84 years,Other ethnicity,Male,Cloverlea (Auckland),0
2013,80-84 years,Other ethnicity,Female,Silverdale South (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillcrest North (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillcrest West (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillcrest East (Auckland),0
2013,80-84 years,Other ethnicity,Female,Western Heights (Auckland),0
2013,80-84 years,Other ethnicity,Female,Northcote Central (Auckland),0
2013,80-84 years,Other ethnicity,Female,Northcote South (Auckland),0
2013,80-84 years,Other ethnicity,Female,Northcote Point (Auckland),0
2013,80-84 years,Other ethnicity,Female,Belmont (Auckland),0
2013,80-84 years,Other ethnicity,Female,Avondale West (Auckland),0
2013,80-84 years,Other ethnicity,Female,Avondale North (Auckland),0
2013,80-84 years,Other ethnicity,Female,Avondale Central (Auckland),0
2013,80-84 years,Other ethnicity,Female,Morningside (Auckland),0
2013,80-84 years,Other ethnicity,Female,Avondale South (Auckland),0
2013,80-84 years,Other ethnicity,Female,Mount Roskill North,0
2013,80-84 years,Other ethnicity,Female,Mount Roskill White Swan,0
2013,80-84 years,Other ethnicity,Female,Mount Roskill Central North,0
2013,80-84 years,Other ethnicity,Female,Mount Roskill Central South,0
2013,80-84 years,Other ethnicity,Female,Mount Roskill South,0
2013,80-84 years,Other ethnicity,Female,Hillsborough North (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillsborough West (Auckland),0
2013,80-84 years,Other ethnicity,Female,Royal Oak West (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillsborough East (Auckland),0
2013,80-84 years,Other ethnicity,Female,Royal Oak East (Auckland),0
2013,80-84 years,Other ethnicity,Female,Hillsborough South (Auckland),0
2013,80-84 years,Other ethnicity,Female,Mangere Bridge Ambury,0
2013,80-84 years,Other ethnicity,Female,Mangere Bridge,0
2013,80-84 years,Other ethnicity,Female,Mangere Mountain View,0
2013,80-84 years,Other ethnicity,Female,Mangere North,0
2013,80-84 years,Other ethnicity,Female,Mangere West,0
2013,80-84 years,Other ethnicity,Female,Mangere Central,0
2013,80-84 years,Other ethnicity,Female,Mangere South,0
2013,80-84 years,Other ethnicity,Female,Highland Park (Auckland),0
2013,80-84 years,Other ethnicity,Female,Mangere Mascot,0
2013,80-84 years,Other ethnicity,Female,Mangere South East,0
2013,80-84 years,Other ethnicity,Female,Mangere East,0
2013,80-84 years,Other ethnicity,Female,Manukau Central,0
2013,80-84 years,Other ethnicity,Female,Hilltop (Auckland),0
2013,80-84 years,Other ethnicity,Female,The Gardens (Auckland),0
2013,80-84 years,Other ethnicity,Female,Manurewa Central,0
2013,80-84 years,Other ethnicity,Female,Manurewa East,0
2013,80-84 years,Other ethnicity,Female,Manurewa South,0
2013,80-84 years,Other ethnicity,Female,Papakura West,0
2013,80-84 years,Other ethnicity,Female,Papakura North,3
2013,80-84 years,Other ethnicity,Female,Papakura Central,0
2013,80-84 years,Other ethnicity,Female,Papakura North East,0
2013,80-84 years,Other ethnicity,Female,Papakura Kelvin,0
2013,80-84 years,Other ethnicity,Female,Papakura Massey Park,0
2013,80-84 years,Other ethnicity,Female,Papakura East,0
2013,80-84 years,Other ethnicity,Female,Cloverlea (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Silverdale South (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Hillcrest North (Auckland),3
2013,80-84 years,Other ethnicity,Total people - sex,Hillcrest West (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Hillcrest East (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Western Heights (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Northcote Central (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Northcote South (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Northcote Point (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Belmont (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Avondale West (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Avondale North (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Avondale Central (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Morningside (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Avondale South (Auckland),3
2013,80-84 years,Other ethnicity,Total people - sex,Mount Roskill North,0
2013,80-84 years,Other ethnicity,Total people - sex,Mount Roskill White Swan,0
2013,80-84 years,Other ethnicity,Total people - sex,Mount Roskill Central North,0
2013,80-84 years,Other ethnicity,Total people - sex,Mount Roskill Central South,0
2013,80-84 years,Other ethnicity,Total people - sex,Mount Roskill South,0
2013,80-84 years,Other ethnicity,Total people - sex,Hillsborough North (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Hillsborough West (Auckland),3
2013,80-84 years,Other ethnicity,Total people - sex,Royal Oak West (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Hillsborough East (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Royal Oak East (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Hillsborough South (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere Bridge Ambury,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere Bridge,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere Mountain View,0
2013,80-84 years,Other ethnicity,Total people - sex,Auckland Airport,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere North,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere West,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere Central,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere South,0
2013,80-84 years,Other ethnicity,Total people - sex,Highland Park (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere Mascot,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere South East,0
2013,80-84 years,Other ethnicity,Total people - sex,Mangere East,0
2013,80-84 years,Other ethnicity,Total people - sex,Manukau Central,0
2013,80-84 years,Other ethnicity,Total people - sex,Hilltop (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,The Gardens (Auckland),0
2013,80-84 years,Other ethnicity,Total people - sex,Manurewa Central,0
2013,80-84 years,Other ethnicity,Total people - sex,Manurewa East,0
2013,80-84 years,Other ethnicity,Total people - sex,Manurewa South,0
2013,80-84 years,Other ethnicity,Total people - sex,Papakura West,3
2013,80-84 years,Other ethnicity,Total people - sex,Papakura North,3
2013,80-84 years,Other ethnicity,Total people - sex,Papakura Central,0
2013,80-84 years,Other ethnicity,Total people - sex,Papakura North East,0
2013,80-84 years,Other ethnicity,Total people - sex,Papakura Kelvin,0
2013,80-84 years,Other ethnicity,Total people - sex,Papakura Massey Park,0
2013,80-84 years,Other ethnicity,Total people - sex,Papakura East,0
2013,80-84 years,Other ethnicity,Total people - sex,Cloverlea (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Silverdale South (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillcrest North (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillcrest West (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillcrest East (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Western Heights (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Northcote Central (Auckland),3
2013,80-84 years,Not elsewhere included,Male,Northcote South (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Northcote Point (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Belmont (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Avondale West (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Avondale North (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Avondale Central (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Morningside (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Avondale South (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Mount Roskill North,3
2013,80-84 years,Not elsewhere included,Male,Mount Roskill White Swan,3
2013,80-84 years,Not elsewhere included,Male,Mount Roskill Central North,0
2013,80-84 years,Not elsewhere included,Male,Mount Roskill Central South,0
2013,80-84 years,Not elsewhere included,Male,Mount Roskill South,0
2013,80-84 years,Not elsewhere included,Male,Hillsborough North (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillsborough West (Auckland),3
2013,80-84 years,Not elsewhere included,Male,Royal Oak West (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillsborough East (Auckland),3
2013,80-84 years,Not elsewhere included,Male,Royal Oak East (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Hillsborough South (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Mangere Bridge Ambury,0
2013,80-84 years,Not elsewhere included,Male,Mangere Bridge,3
2013,80-84 years,Not elsewhere included,Male,Mangere Mountain View,3
2013,80-84 years,Not elsewhere included,Male,Mangere North,0
2013,80-84 years,Not elsewhere included,Male,Mangere West,0
2013,80-84 years,Not elsewhere included,Male,Mangere Central,0
2013,80-84 years,Not elsewhere included,Male,Mangere South,3
2013,80-84 years,Not elsewhere included,Male,Highland Park (Auckland),3
2013,80-84 years,Not elsewhere included,Male,Mangere Mascot,3
2013,80-84 years,Not elsewhere included,Male,Mangere South East,0
2013,80-84 years,Not elsewhere included,Male,Mangere East,0
2013,80-84 years,Not elsewhere included,Male,Manukau Central,0
2013,80-84 years,Not elsewhere included,Male,Hilltop (Auckland),3
2013,80-84 years,Not elsewhere included,Male,The Gardens (Auckland),0
2013,80-84 years,Not elsewhere included,Male,Manurewa Central,3
2013,80-84 years,Not elsewhere included,Male,Manurewa East,0
2013,80-84 years,Not elsewhere included,Male,Manurewa South,3
2013,80-84 years,Not elsewhere included,Male,Papakura West,3
2013,80-84 years,Not elsewhere included,Male,Papakura North,0
2013,80-84 years,Not elsewhere included,Male,Papakura Central,3
2013,80-84 years,Not elsewhere included,Male,Papakura North East,0
2013,80-84 years,Not elsewhere included,Male,Papakura Kelvin,0
2013,80-84 years,Not elsewhere included,Male,Papakura Massey Park,0
2013,80-84 years,Not elsewhere included,Male,Papakura East,3
2013,80-84 years,Not elsewhere included,Male,Cloverlea (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Silverdale South (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Hillcrest North (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Hillcrest West (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Hillcrest East (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Western Heights (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Northcote Central (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Northcote South (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Northcote Point (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Belmont (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Avondale West (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Avondale North (Auckland),6
2013,80-84 years,Not elsewhere included,Female,Avondale Central (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Morningside (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Avondale South (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Mount Roskill North,0
2013,80-84 years,Not elsewhere included,Female,Mount Roskill White Swan,0
2013,80-84 years,Not elsewhere included,Female,Mount Roskill Central North,0
2013,80-84 years,Not elsewhere included,Female,Mount Roskill Central South,3
2013,80-84 years,Not elsewhere included,Female,Mount Roskill South,0
2013,80-84 years,Not elsewhere included,Female,Hillsborough North (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Hillsborough West (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Royal Oak West (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Hillsborough East (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Royal Oak East (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Hillsborough South (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Mangere Bridge Ambury,0
2013,80-84 years,Not elsewhere included,Female,Mangere Bridge,3
2013,80-84 years,Not elsewhere included,Female,Mangere Mountain View,0
2013,80-84 years,Not elsewhere included,Female,Mangere North,0
2013,80-84 years,Not elsewhere included,Female,Mangere West,0
2013,80-84 years,Not elsewhere included,Female,Mangere Central,3
2013,80-84 years,Not elsewhere included,Female,Mangere South,3
2013,80-84 years,Not elsewhere included,Female,Highland Park (Auckland),0
2013,80-84 years,Not elsewhere included,Female,Mangere Mascot,3
2013,80-84 years,Not elsewhere included,Female,Mangere South East,0
2013,80-84 years,Not elsewhere included,Female,Mangere East,3
2013,80-84 years,Not elsewhere included,Female,Manukau Central,0
2013,80-84 years,Not elsewhere included,Female,Hilltop (Auckland),3
2013,80-84 years,Not elsewhere included,Female,The Gardens (Auckland),3
2013,80-84 years,Not elsewhere included,Female,Manurewa Central,3
2013,80-84 years,Not elsewhere included,Female,Manurewa East,3
2013,80-84 years,Not elsewhere included,Female,Manurewa South,0
2013,80-84 years,Not elsewhere included,Female,Papakura West,0
2013,80-84 years,Not elsewhere included,Female,Papakura North,0
2013,80-84 years,Not elsewhere included,Female,Papakura Central,3
2013,80-84 years,Not elsewhere included,Female,Papakura North East,0
2013,80-84 years,Not elsewhere included,Female,Papakura Kelvin,0
2013,80-84 years,Not elsewhere included,Female,Papakura Massey Park,0
2013,80-84 years,Not elsewhere included,Female,Papakura East,3
2013,80-84 years,Not elsewhere included,Female,Cloverlea (Auckland),6
2013,80-84 years,Not elsewhere included,Total people - sex,Silverdale South (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Hillcrest North (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Hillcrest West (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Hillcrest East (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Western Heights (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Northcote Central (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Northcote South (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Northcote Point (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Belmont (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Avondale West (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Avondale North (Auckland),6
2013,80-84 years,Not elsewhere included,Total people - sex,Avondale Central (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Morningside (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Avondale South (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Mount Roskill North,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mount Roskill White Swan,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mount Roskill Central North,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mount Roskill Central South,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mount Roskill South,0
2013,80-84 years,Not elsewhere included,Total people - sex,Hillsborough North (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Hillsborough West (Auckland),6
2013,80-84 years,Not elsewhere included,Total people - sex,Royal Oak West (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Hillsborough East (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Royal Oak East (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Hillsborough South (Auckland),0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere Bridge Ambury,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere Bridge,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere Mountain View,3
2013,80-84 years,Not elsewhere included,Total people - sex,Auckland Airport,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere North,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere West,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere Central,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere South,3
2013,80-84 years,Not elsewhere included,Total people - sex,Highland Park (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere Mascot,0
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere South East,3
2013,80-84 years,Not elsewhere included,Total people - sex,Mangere East,3
2013,80-84 years,Not elsewhere included,Total people - sex,Manukau Central,0
2013,80-84 years,Not elsewhere included,Total people - sex,Hilltop (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,The Gardens (Auckland),3
2013,80-84 years,Not elsewhere included,Total people - sex,Manurewa Central,3
2013,80-84 years,Not elsewhere included,Total people - sex,Manurewa East,3
2013,80-84 years,Not elsewhere included,Total people - sex,Manurewa South,3
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura West,3
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura North,0
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura Central,6
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura North East,0
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura Kelvin,3
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura Massey Park,0
2013,80-84 years,Not elsewhere included,Total people - sex,Papakura East,6
2013,80-84 years,Not elsewhere included,Total people - sex,Cloverlea (Auckland),6
2013,80-84 years,Total people,Male,Silverdale Central (Auckland),0
2013,80-84 years,Total people,Male,Silverdale South (Auckland),9
2013,80-84 years,Total people,Male,Hillcrest North (Auckland),21
2013,80-84 years,Total people,Male,Hillcrest West (Auckland),27
2013,80-84 years,Total people,Male,Hillcrest East (Auckland),18
2013,80-84 years,Total people,Male,Western Heights (Auckland),18
2013,80-84 years,Total people,Male,Northcote Central (Auckland),30
2013,80-84 years,Total people,Male,Northcote South (Auckland),27
2013,80-84 years,Total people,Male,Northcote Point (Auckland),21
2013,80-84 years,Total people,Male,Belmont (Auckland),18
2013,80-84 years,Total people,Male,Avondale West (Auckland),15
2013,80-84 years,Total people,Male,Avondale North (Auckland),21
2013,80-84 years,Total people,Male,Avondale Central (Auckland),27
2013,80-84 years,Total people,Male,Morningside (Auckland),9
2013,80-84 years,Total people,Male,Auckland-University,0
2013,80-84 years,Total people,Male,Avondale South (Auckland),18
2013,80-84 years,Total people,Male,Mount Roskill North,18
2013,80-84 years,Total people,Male,Mount Roskill White Swan,36
2013,80-84 years,Total people,Male,Mount Roskill Central North,15
2013,80-84 years,Total people,Male,Mount Roskill Central South,6
2013,80-84 years,Total people,Male,Mount Roskill South,36
2013,80-84 years,Total people,Male,Hillsborough North (Auckland),54
2013,80-84 years,Total people,Male,Hillsborough West (Auckland),24
2013,80-84 years,Total people,Male,Royal Oak West (Auckland),21
2013,80-84 years,Total people,Male,Hillsborough East (Auckland),9
2013,80-84 years,Total people,Male,Royal Oak East (Auckland),33
2013,80-84 years,Total people,Male,Hillsborough South (Auckland),18
2013,80-84 years,Total people,Male,Mangere Bridge Ambury,27
2013,80-84 years,Total people,Male,Mangere Bridge,27
2013,80-84 years,Total people,Male,Mangere Mountain View,9
2013,80-84 years,Total people,Male,Auckland Airport,0
2013,80-84 years,Total people,Male,Mangere North,6
2013,80-84 years,Total people,Male,Mangere West,12
2013,80-84 years,Total people,Male,Mangere Central,18
2013,80-84 years,Total people,Male,Mangere South,6
2013,80-84 years,Total people,Male,Highland Park (Auckland),45
2013,80-84 years,Total people,Male,Mangere Mascot,12
2013,80-84 years,Total people,Male,Mangere South East,6
2013,80-84 years,Total people,Male,Mangere East,18
2013,80-84 years,Total people,Male,Manukau Central,3
2013,80-84 years,Total people,Male,Hilltop (Auckland),15
2013,80-84 years,Total people,Male,The Gardens (Auckland),18
2013,80-84 years,Total people,Male,Manurewa Central,24
2013,80-84 years,Total people,Male,Manurewa East,12
2013,80-84 years,Total people,Male,Manurewa South,21
2013,80-84 years,Total people,Male,Papakura West,33
2013,80-84 years,Total people,Male,Papakura North,27
2013,80-84 years,Total people,Male,Papakura Central,36
2013,80-84 years,Total people,Male,Papakura North East,6
2013,80-84 years,Total people,Male,Papakura Kelvin,15
2013,80-84 years,Total people,Male,Papakura Massey Park,12
2013,80-84 years,Total people,Male,Papakura East,9
2013,80-84 years,Total people,Male,Papakura Industrial,0
2013,80-84 years,Total people,Male,Cloverlea (Auckland),24
2013,80-84 years,Total people,Female,Silverdale Central (Auckland),0
2013,80-84 years,Total people,Female,Silverdale South (Auckland),6
2013,80-84 years,Total people,Female,Hillcrest North (Auckland),33
2013,80-84 years,Total people,Female,Hillcrest West (Auckland),24
2013,80-84 years,Total people,Female,Hillcrest East (Auckland),27
2013,80-84 years,Total people,Female,Western Heights (Auckland),24
2013,80-84 years,Total people,Female,Northcote Central (Auckland),33
2013,80-84 years,Total people,Female,Northcote South (Auckland),24
2013,80-84 years,Total people,Female,Northcote Point (Auckland),18
2013,80-84 years,Total people,Female,Belmont (Auckland),30
2013,80-84 years,Total people,Female,Avondale West (Auckland),18
2013,80-84 years,Total people,Female,Avondale North (Auckland),30
2013,80-84 years,Total people,Female,Avondale Central (Auckland),39
2013,80-84 years,Total people,Female,Morningside (Auckland),6
2013,80-84 years,Total people,Female,Auckland-University,0
2013,80-84 years,Total people,Female,Avondale South (Auckland),30
2013,80-84 years,Total people,Female,Mount Roskill North,24
2013,80-84 years,Total people,Female,Mount Roskill White Swan,51
2013,80-84 years,Total people,Female,Mount Roskill Central North,18
2013,80-84 years,Total people,Female,Mount Roskill Central South,12
2013,80-84 years,Total people,Female,Mount Roskill South,60
2013,80-84 years,Total people,Female,Hillsborough North (Auckland),66
2013,80-84 years,Total people,Female,Hillsborough West (Auckland),21
2013,80-84 years,Total people,Female,Royal Oak West (Auckland),33
2013,80-84 years,Total people,Female,Hillsborough East (Auckland),15
2013,80-84 years,Total people,Female,Royal Oak East (Auckland),51
2013,80-84 years,Total people,Female,Hillsborough South (Auckland),21
2013,80-84 years,Total people,Female,Mangere Bridge Ambury,45
2013,80-84 years,Total people,Female,Mangere Bridge,30
2013,80-84 years,Total people,Female,Mangere Mountain View,24
2013,80-84 years,Total people,Female,Auckland Airport,3
2013,80-84 years,Total people,Female,Mangere North,9
2013,80-84 years,Total people,Female,Mangere West,15
2013,80-84 years,Total people,Female,Mangere Central,18
2013,80-84 years,Total people,Female,Mangere South,9
2013,80-84 years,Total people,Female,Highland Park (Auckland),84
2013,80-84 years,Total people,Female,Mangere Mascot,18
2013,80-84 years,Total people,Female,Mangere South East,9
2013,80-84 years,Total people,Female,Mangere East,21
2013,80-84 years,Total people,Female,Manukau Central,3
2013,80-84 years,Total people,Female,Hilltop (Auckland),12
2013,80-84 years,Total people,Female,The Gardens (Auckland),21
2013,80-84 years,Total people,Female,Manurewa Central,45
2013,80-84 years,Total people,Female,Manurewa East,18
2013,80-84 years,Total people,Female,Manurewa South,18
2013,80-84 years,Total people,Female,Papakura West,48
2013,80-84 years,Total people,Female,Papakura North,36
2013,80-84 years,Total people,Female,Papakura Central,63
2013,80-84 years,Total people,Female,Papakura North East,12
2013,80-84 years,Total people,Female,Papakura Kelvin,12
2013,80-84 years,Total people,Female,Papakura Massey Park,21
2013,80-84 years,Total people,Female,Papakura East,9
2013,80-84 years,Total people,Female,Papakura Industrial,3
2013,80-84 years,Total people,Female,Cloverlea (Auckland),54
2013,80-84 years,Total people,Total people - sex,Silverdale Central (Auckland),0
2013,80-84 years,Total people,Total people - sex,Silverdale South (Auckland),15
2013,80-84 years,Total people,Total people - sex,Hillcrest North (Auckland),57
2013,80-84 years,Total people,Total people - sex,Hillcrest West (Auckland),54
2013,80-84 years,Total people,Total people - sex,Hillcrest East (Auckland),48
2013,80-84 years,Total people,Total people - sex,Western Heights (Auckland),42
2013,80-84 years,Total people,Total people - sex,Northcote Central (Auckland),63
2013,80-84 years,Total people,Total people - sex,Northcote South (Auckland),48
2013,80-84 years,Total people,Total people - sex,Northcote Point (Auckland),42
2013,80-84 years,Total people,Total people - sex,Belmont (Auckland),48
2013,80-84 years,Total people,Total people - sex,Avondale West (Auckland),30
2013,80-84 years,Total people,Total people - sex,Avondale North (Auckland),51
2013,80-84 years,Total people,Total people - sex,Avondale Central (Auckland),66
2013,80-84 years,Total people,Total people - sex,Morningside (Auckland),15
2013,80-84 years,Total people,Total people - sex,Auckland-University,0
2013,80-84 years,Total people,Total people - sex,Avondale South (Auckland),48
2013,80-84 years,Total people,Total people - sex,Mount Roskill North,42
2013,80-84 years,Total people,Total people - sex,Mount Roskill White Swan,87
2013,80-84 years,Total people,Total people - sex,Mount Roskill Central North,33
2013,80-84 years,Total people,Total people - sex,Mount Roskill Central South,15
2013,80-84 years,Total people,Total people - sex,Mount Roskill South,93
2013,80-84 years,Total people,Total people - sex,Hillsborough North (Auckland),120
2013,80-84 years,Total people,Total people - sex,Hillsborough West (Auckland),45
2013,80-84 years,Total people,Total people - sex,Royal Oak West (Auckland),57
2013,80-84 years,Total people,Total people - sex,Hillsborough East (Auckland),24
2013,80-84 years,Total people,Total people - sex,Royal Oak East (Auckland),84
2013,80-84 years,Total people,Total people - sex,Hillsborough South (Auckland),39
2013,80-84 years,Total people,Total people - sex,Mangere Bridge Ambury,69
2013,80-84 years,Total people,Total people - sex,Mangere Bridge,54
2013,80-84 years,Total people,Total people - sex,Mangere Mountain View,33
2013,80-84 years,Total people,Total people - sex,Auckland Airport,3
2013,80-84 years,Total people,Total people - sex,Mangere North,15
2013,80-84 years,Total people,Total people - sex,Mangere West,27
2013,80-84 years,Total people,Total people - sex,Mangere Central,36
2013,80-84 years,Total people,Total people - sex,Mangere South,15
2013,80-84 years,Total people,Total people - sex,Highland Park (Auckland),129
2013,80-84 years,Total people,Total people - sex,Mangere Mascot,27
2013,80-84 years,Total people,Total people - sex,Mangere South East,15
2013,80-84 years,Total people,Total people - sex,Mangere East,39
2013,80-84 years,Total people,Total people - sex,Manukau Central,6
2013,80-84 years,Total people,Total people - sex,Hilltop (Auckland),30
2013,80-84 years,Total people,Total people - sex,The Gardens (Auckland),39
2013,80-84 years,Total people,Total people - sex,Manurewa Central,72
2013,80-84 years,Total people,Total people - sex,Manurewa East,27
2013,80-84 years,Total people,Total people - sex,Manurewa South,39
2013,80-84 years,Total people,Total people - sex,Papakura West,81
2013,80-84 years,Total people,Total people - sex,Papakura North,66
2013,80-84 years,Total people,Total people - sex,Papakura Central,99
2013,80-84 years,Total people,Total people - sex,Papakura North East,15
2013,80-84 years,Total people,Total people - sex,Papakura Kelvin,27
2013,80-84 years,Total people,Total people - sex,Papakura Massey Park,30
2013,80-84 years,Total people,Total people - sex,Papakura East,18
2013,80-84 years,Total people,Total people - sex,Papakura Industrial,3
2013,80-84 years,Total people,Total people - sex,Cloverlea (Auckland),75
2013,85-89 years,European,Male,Silverdale South (Auckland),3
2013,85-89 years,European,Male,Hillcrest North (Auckland),12
2013,85-89 years,European,Male,Hillcrest West (Auckland),12
2013,85-89 years,European,Male,Hillcrest East (Auckland),15
2013,85-89 years,European,Male,Western Heights (Auckland),6
2013,85-89 years,European,Male,Northcote Central (Auckland),15
2013,85-89 years,European,Male,Northcote South (Auckland),6
2013,85-89 years,European,Male,Northcote Point (Auckland),15
