Year,Age,Ethnic,Sex,Area,count
2006,5-9 years,Pacific Peoples,Male,Mount Roskill Central South,54
2006,5-9 years,Pacific Peoples,Male,Mount Roskill South,3
2006,5-9 years,Pacific Peoples,Male,Hillsborough North (Auckland),3
2006,5-9 years,Pacific Peoples,Male,Hillsborough West (Auckland),6
2006,5-9 years,Pacific Peoples,Male,Royal Oak West (Auckland),9
2006,5-9 years,Pacific Peoples,Male,Hillsborough East (Auckland),6
2006,5-9 years,Pacific Peoples,Male,Royal Oak East (Auckland),6
2006,5-9 years,Pacific Peoples,Male,Hillsborough South (Auckland),9
2006,5-9 years,Pacific Peoples,Male,Mangere Bridge Ambury,30
2006,5-9 years,Pacific Peoples,Male,Mangere Bridge,36
2006,5-9 years,Pacific Peoples,Male,Mangere Mountain View,72
2006,5-9 years,Pacific Peoples,Male,Auckland Airport,9
2006,5-9 years,Pacific Peoples,Male,Mangere North,93
2006,5-9 years,Pacific Peoples,Male,Mangere West,162
2006,5-9 years,Pacific Peoples,Male,Mangere Central,123
2006,5-9 years,Pacific Peoples,Male,Mangere South,99
2006,5-9 years,Pacific Peoples,Male,Highland Park (Auckland),3
2006,5-9 years,Pacific Peoples,Male,Mangere Mascot,132
2006,5-9 years,Pacific Peoples,Male,Mangere South East,93
2006,5-9 years,Pacific Peoples,Male,Mangere East,72
2006,5-9 years,Pacific Peoples,Male,Manukau Central,12
2006,5-9 years,Pacific Peoples,Male,Hilltop (Auckland),18
2006,5-9 years,Pacific Peoples,Male,The Gardens (Auckland),9
2006,5-9 years,Pacific Peoples,Male,Manurewa Central,33
2006,5-9 years,Pacific Peoples,Male,Manurewa East,42
2006,5-9 years,Pacific Peoples,Male,Manurewa South,45
2006,5-9 years,Pacific Peoples,Male,Papakura West,6
2006,5-9 years,Pacific Peoples,Male,Papakura North,21
2006,5-9 years,Pacific Peoples,Male,Papakura Central,18
2006,5-9 years,Pacific Peoples,Male,Papakura North East,18
2006,5-9 years,Pacific Peoples,Male,Papakura Kelvin,54
2006,5-9 years,Pacific Peoples,Male,Papakura Massey Park,33
2006,5-9 years,Pacific Peoples,Male,Papakura East,18
2006,5-9 years,Pacific Peoples,Male,Cloverlea (Auckland),0
2006,5-9 years,Pacific Peoples,Female,Silverdale South (Auckland),0
2006,5-9 years,Pacific Peoples,Female,Hillcrest North (Auckland),3
2006,5-9 years,Pacific Peoples,Female,Hillcrest West (Auckland),3
2006,5-9 years,Pacific Peoples,Female,Hillcrest East (Auckland),0
2006,5-9 years,Pacific Peoples,Female,Western Heights (Auckland),15
2006,5-9 years,Pacific Peoples,Female,Northcote Central (Auckland),39
2006,5-9 years,Pacific Peoples,Female,Northcote South (Auckland),3
2006,5-9 years,Pacific Peoples,Female,Northcote Point (Auckland),0
2006,5-9 years,Pacific Peoples,Female,Belmont (Auckland),9
2006,5-9 years,Pacific Peoples,Female,Avondale West (Auckland),75
2006,5-9 years,Pacific Peoples,Female,Avondale North (Auckland),30
2006,5-9 years,Pacific Peoples,Female,Avondale Central (Auckland),36
2006,5-9 years,Pacific Peoples,Female,Morningside (Auckland),15
2006,5-9 years,Pacific Peoples,Female,Avondale South (Auckland),27
2006,5-9 years,Pacific Peoples,Female,Mount Roskill North,12
2006,5-9 years,Pacific Peoples,Female,Mount Roskill White Swan,24
2006,5-9 years,Pacific Peoples,Female,Mount Roskill Central North,24
2006,5-9 years,Pacific Peoples,Female,Mount Roskill Central South,54
2006,5-9 years,Pacific Peoples,Female,Mount Roskill South,6
2006,5-9 years,Pacific Peoples,Female,Hillsborough North (Auckland),12
2006,5-9 years,Pacific Peoples,Female,Hillsborough West (Auckland),12
2006,5-9 years,Pacific Peoples,Female,Royal Oak West (Auckland),6
2006,5-9 years,Pacific Peoples,Female,Hillsborough East (Auckland),3
2006,5-9 years,Pacific Peoples,Female,Royal Oak East (Auckland),6
2006,5-9 years,Pacific Peoples,Female,Hillsborough South (Auckland),9
2006,5-9 years,Pacific Peoples,Female,Mangere Bridge Ambury,30
2006,5-9 years,Pacific Peoples,Female,Mangere Bridge,21
2006,5-9 years,Pacific Peoples,Female,Mangere Mountain View,84
2006,5-9 years,Pacific Peoples,Female,Auckland Airport,6
2006,5-9 years,Pacific Peoples,Female,Mangere North,90
2006,5-9 years,Pacific Peoples,Female,Mangere West,180
2006,5-9 years,Pacific Peoples,Female,Mangere Central,141
2006,5-9 years,Pacific Peoples,Female,Mangere South,120
2006,5-9 years,Pacific Peoples,Female,Highland Park (Auckland),6
2006,5-9 years,Pacific Peoples,Female,Mangere Mascot,135
2006,5-9 years,Pacific Peoples,Female,Mangere South East,81
2006,5-9 years,Pacific Peoples,Female,Mangere East,84
2006,5-9 years,Pacific Peoples,Female,Manukau Central,3
2006,5-9 years,Pacific Peoples,Female,Hilltop (Auckland),18
2006,5-9 years,Pacific Peoples,Female,The Gardens (Auckland),15
2006,5-9 years,Pacific Peoples,Female,Manurewa Central,42
2006,5-9 years,Pacific Peoples,Female,Manurewa East,30
2006,5-9 years,Pacific Peoples,Female,Manurewa South,33
2006,5-9 years,Pacific Peoples,Female,Papakura West,12
2006,5-9 years,Pacific Peoples,Female,Papakura North,18
2006,5-9 years,Pacific Peoples,Female,Papakura Central,12
2006,5-9 years,Pacific Peoples,Female,Papakura North East,12
2006,5-9 years,Pacific Peoples,Female,Papakura Kelvin,42
2006,5-9 years,Pacific Peoples,Female,Papakura Massey Park,27
2006,5-9 years,Pacific Peoples,Female,Papakura East,27
2006,5-9 years,Pacific Peoples,Female,Cloverlea (Auckland),6
2006,5-9 years,Pacific Peoples,Total people - sex,Silverdale South (Auckland),0
2006,5-9 years,Pacific Peoples,Total people - sex,Hillcrest North (Auckland),3
2006,5-9 years,Pacific Peoples,Total people - sex,Hillcrest West (Auckland),6
2006,5-9 years,Pacific Peoples,Total people - sex,Hillcrest East (Auckland),0
2006,5-9 years,Pacific Peoples,Total people - sex,Western Heights (Auckland),27
2006,5-9 years,Pacific Peoples,Total people - sex,Northcote Central (Auckland),81
2006,5-9 years,Pacific Peoples,Total people - sex,Northcote South (Auckland),3
2006,5-9 years,Pacific Peoples,Total people - sex,Northcote Point (Auckland),9
2006,5-9 years,Pacific Peoples,Total people - sex,Belmont (Auckland),12
2006,5-9 years,Pacific Peoples,Total people - sex,Avondale West (Auckland),168
2006,5-9 years,Pacific Peoples,Total people - sex,Avondale North (Auckland),57
2006,5-9 years,Pacific Peoples,Total people - sex,Avondale Central (Auckland),57
2006,5-9 years,Pacific Peoples,Total people - sex,Morningside (Auckland),27
2006,5-9 years,Pacific Peoples,Total people - sex,Avondale South (Auckland),54
2006,5-9 years,Pacific Peoples,Total people - sex,Mount Roskill North,24
2006,5-9 years,Pacific Peoples,Total people - sex,Mount Roskill White Swan,48
2006,5-9 years,Pacific Peoples,Total people - sex,Mount Roskill Central North,39
2006,5-9 years,Pacific Peoples,Total people - sex,Mount Roskill Central South,108
2006,5-9 years,Pacific Peoples,Total people - sex,Mount Roskill South,9
2006,5-9 years,Pacific Peoples,Total people - sex,Hillsborough North (Auckland),15
2006,5-9 years,Pacific Peoples,Total people - sex,Hillsborough West (Auckland),18
2006,5-9 years,Pacific Peoples,Total people - sex,Royal Oak West (Auckland),15
2006,5-9 years,Pacific Peoples,Total people - sex,Hillsborough East (Auckland),12
2006,5-9 years,Pacific Peoples,Total people - sex,Royal Oak East (Auckland),9
2006,5-9 years,Pacific Peoples,Total people - sex,Hillsborough South (Auckland),18
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere Bridge Ambury,63
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere Bridge,57
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere Mountain View,156
2006,5-9 years,Pacific Peoples,Total people - sex,Auckland Airport,15
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere North,183
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere West,342
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere Central,267
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere South,222
2006,5-9 years,Pacific Peoples,Total people - sex,Highland Park (Auckland),6
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere Mascot,270
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere South East,174
2006,5-9 years,Pacific Peoples,Total people - sex,Mangere East,156
2006,5-9 years,Pacific Peoples,Total people - sex,Manukau Central,15
2006,5-9 years,Pacific Peoples,Total people - sex,Hilltop (Auckland),36
2006,5-9 years,Pacific Peoples,Total people - sex,The Gardens (Auckland),24
2006,5-9 years,Pacific Peoples,Total people - sex,Manurewa Central,75
2006,5-9 years,Pacific Peoples,Total people - sex,Manurewa East,69
2006,5-9 years,Pacific Peoples,Total people - sex,Manurewa South,81
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura West,18
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura North,39
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura Central,30
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura North East,33
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura Kelvin,96
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura Massey Park,60
2006,5-9 years,Pacific Peoples,Total people - sex,Papakura East,45
2006,5-9 years,Pacific Peoples,Total people - sex,Cloverlea (Auckland),6
2006,5-9 years,Asian,Male,Silverdale South (Auckland),3
2006,5-9 years,Asian,Male,Hillcrest North (Auckland),42
2006,5-9 years,Asian,Male,Hillcrest West (Auckland),21
2006,5-9 years,Asian,Male,Hillcrest East (Auckland),36
2006,5-9 years,Asian,Male,Western Heights (Auckland),21
2006,5-9 years,Asian,Male,Northcote Central (Auckland),18
2006,5-9 years,Asian,Male,Northcote South (Auckland),12
2006,5-9 years,Asian,Male,Northcote Point (Auckland),6
2006,5-9 years,Asian,Male,Belmont (Auckland),9
2006,5-9 years,Asian,Male,Avondale West (Auckland),36
2006,5-9 years,Asian,Male,Avondale North (Auckland),18
2006,5-9 years,Asian,Male,Avondale Central (Auckland),21
2006,5-9 years,Asian,Male,Morningside (Auckland),15
2006,5-9 years,Asian,Male,Avondale South (Auckland),45
2006,5-9 years,Asian,Male,Mount Roskill North,36
2006,5-9 years,Asian,Male,Mount Roskill White Swan,66
2006,5-9 years,Asian,Male,Mount Roskill Central North,57
2006,5-9 years,Asian,Male,Mount Roskill Central South,24
2006,5-9 years,Asian,Male,Mount Roskill South,27
2006,5-9 years,Asian,Male,Hillsborough North (Auckland),66
2006,5-9 years,Asian,Male,Hillsborough West (Auckland),57
2006,5-9 years,Asian,Male,Royal Oak West (Auckland),30
2006,5-9 years,Asian,Male,Hillsborough East (Auckland),27
2006,5-9 years,Asian,Male,Royal Oak East (Auckland),33
2006,5-9 years,Asian,Male,Hillsborough South (Auckland),15
2006,5-9 years,Asian,Male,Mangere Bridge Ambury,15
2006,5-9 years,Asian,Male,Mangere Bridge,9
2006,5-9 years,Asian,Male,Mangere Mountain View,12
2006,5-9 years,Asian,Male,Auckland Airport,0
2006,5-9 years,Asian,Male,Mangere North,0
2006,5-9 years,Asian,Male,Mangere West,9
2006,5-9 years,Asian,Male,Mangere Central,15
2006,5-9 years,Asian,Male,Mangere South,24
2006,5-9 years,Asian,Male,Highland Park (Auckland),48
2006,5-9 years,Asian,Male,Mangere Mascot,15
2006,5-9 years,Asian,Male,Mangere South East,21
2006,5-9 years,Asian,Male,Mangere East,39
2006,5-9 years,Asian,Male,Manukau Central,3
2006,5-9 years,Asian,Male,Hilltop (Auckland),18
2006,5-9 years,Asian,Male,The Gardens (Auckland),30
2006,5-9 years,Asian,Male,Manurewa Central,15
2006,5-9 years,Asian,Male,Manurewa East,15
2006,5-9 years,Asian,Male,Manurewa South,15
2006,5-9 years,Asian,Male,Papakura West,3
2006,5-9 years,Asian,Male,Papakura North,12
2006,5-9 years,Asian,Male,Papakura Central,6
2006,5-9 years,Asian,Male,Papakura North East,6
2006,5-9 years,Asian,Male,Papakura Kelvin,9
2006,5-9 years,Asian,Male,Papakura Massey Park,9
2006,5-9 years,Asian,Male,Papakura East,6
2006,5-9 years,Asian,Male,Cloverlea (Auckland),9
2006,5-9 years,Asian,Female,Silverdale South (Auckland),0
2006,5-9 years,Asian,Female,Hillcrest North (Auckland),39
2006,5-9 years,Asian,Female,Hillcrest West (Auckland),21
2006,5-9 years,Asian,Female,Hillcrest East (Auckland),45
2006,5-9 years,Asian,Female,Western Heights (Auckland),27
2006,5-9 years,Asian,Female,Northcote Central (Auckland),9
2006,5-9 years,Asian,Female,Northcote South (Auckland),18
2006,5-9 years,Asian,Female,Northcote Point (Auckland),9
2006,5-9 years,Asian,Female,Belmont (Auckland),9
2006,5-9 years,Asian,Female,Avondale West (Auckland),45
2006,5-9 years,Asian,Female,Avondale North (Auckland),12
2006,5-9 years,Asian,Female,Avondale Central (Auckland),18
2006,5-9 years,Asian,Female,Morningside (Auckland),12
2006,5-9 years,Asian,Female,Avondale South (Auckland),42
2006,5-9 years,Asian,Female,Mount Roskill North,33
2006,5-9 years,Asian,Female,Mount Roskill White Swan,57
2006,5-9 years,Asian,Female,Mount Roskill Central North,45
2006,5-9 years,Asian,Female,Mount Roskill Central South,12
2006,5-9 years,Asian,Female,Mount Roskill South,30
2006,5-9 years,Asian,Female,Hillsborough North (Auckland),48
2006,5-9 years,Asian,Female,Hillsborough West (Auckland),36
2006,5-9 years,Asian,Female,Royal Oak West (Auckland),24
2006,5-9 years,Asian,Female,Hillsborough East (Auckland),21
2006,5-9 years,Asian,Female,Royal Oak East (Auckland),36
2006,5-9 years,Asian,Female,Hillsborough South (Auckland),15
2006,5-9 years,Asian,Female,Mangere Bridge Ambury,6
2006,5-9 years,Asian,Female,Mangere Bridge,9
2006,5-9 years,Asian,Female,Mangere Mountain View,15
2006,5-9 years,Asian,Female,Auckland Airport,0
2006,5-9 years,Asian,Female,Mangere North,6
2006,5-9 years,Asian,Female,Mangere West,6
2006,5-9 years,Asian,Female,Mangere Central,15
2006,5-9 years,Asian,Female,Mangere South,39
2006,5-9 years,Asian,Female,Highland Park (Auckland),39
2006,5-9 years,Asian,Female,Mangere Mascot,6
2006,5-9 years,Asian,Female,Mangere South East,24
2006,5-9 years,Asian,Female,Mangere East,30
2006,5-9 years,Asian,Female,Manukau Central,3
2006,5-9 years,Asian,Female,Hilltop (Auckland),15
2006,5-9 years,Asian,Female,The Gardens (Auckland),27
2006,5-9 years,Asian,Female,Manurewa Central,21
2006,5-9 years,Asian,Female,Manurewa East,18
2006,5-9 years,Asian,Female,Manurewa South,21
2006,5-9 years,Asian,Female,Papakura West,6
2006,5-9 years,Asian,Female,Papakura North,9
2006,5-9 years,Asian,Female,Papakura Central,15
2006,5-9 years,Asian,Female,Papakura North East,6
2006,5-9 years,Asian,Female,Papakura Kelvin,9
2006,5-9 years,Asian,Female,Papakura Massey Park,0
2006,5-9 years,Asian,Female,Papakura East,3
2006,5-9 years,Asian,Female,Cloverlea (Auckland),12
2006,5-9 years,Asian,Total people - sex,Silverdale South (Auckland),3
2006,5-9 years,Asian,Total people - sex,Hillcrest North (Auckland),81
2006,5-9 years,Asian,Total people - sex,Hillcrest West (Auckland),45
2006,5-9 years,Asian,Total people - sex,Hillcrest East (Auckland),78
2006,5-9 years,Asian,Total people - sex,Western Heights (Auckland),48
2006,5-9 years,Asian,Total people - sex,Northcote Central (Auckland),27
2006,5-9 years,Asian,Total people - sex,Northcote South (Auckland),27
2006,5-9 years,Asian,Total people - sex,Northcote Point (Auckland),12
2006,5-9 years,Asian,Total people - sex,Belmont (Auckland),18
2006,5-9 years,Asian,Total people - sex,Avondale West (Auckland),78
2006,5-9 years,Asian,Total people - sex,Avondale North (Auckland),33
2006,5-9 years,Asian,Total people - sex,Avondale Central (Auckland),36
2006,5-9 years,Asian,Total people - sex,Morningside (Auckland),27
2006,5-9 years,Asian,Total people - sex,Avondale South (Auckland),87
2006,5-9 years,Asian,Total people - sex,Mount Roskill North,69
2006,5-9 years,Asian,Total people - sex,Mount Roskill White Swan,123
2006,5-9 years,Asian,Total people - sex,Mount Roskill Central North,105
2006,5-9 years,Asian,Total people - sex,Mount Roskill Central South,36
2006,5-9 years,Asian,Total people - sex,Mount Roskill South,57
2006,5-9 years,Asian,Total people - sex,Hillsborough North (Auckland),117
2006,5-9 years,Asian,Total people - sex,Hillsborough West (Auckland),93
2006,5-9 years,Asian,Total people - sex,Royal Oak West (Auckland),54
2006,5-9 years,Asian,Total people - sex,Hillsborough East (Auckland),51
2006,5-9 years,Asian,Total people - sex,Royal Oak East (Auckland),69
2006,5-9 years,Asian,Total people - sex,Hillsborough South (Auckland),27
2006,5-9 years,Asian,Total people - sex,Mangere Bridge Ambury,21
2006,5-9 years,Asian,Total people - sex,Mangere Bridge,18
2006,5-9 years,Asian,Total people - sex,Mangere Mountain View,27
2006,5-9 years,Asian,Total people - sex,Auckland Airport,0
2006,5-9 years,Asian,Total people - sex,Mangere North,9
2006,5-9 years,Asian,Total people - sex,Mangere West,15
2006,5-9 years,Asian,Total people - sex,Mangere Central,30
2006,5-9 years,Asian,Total people - sex,Mangere South,63
2006,5-9 years,Asian,Total people - sex,Highland Park (Auckland),90
2006,5-9 years,Asian,Total people - sex,Mangere Mascot,21
2006,5-9 years,Asian,Total people - sex,Mangere South East,45
2006,5-9 years,Asian,Total people - sex,Mangere East,69
2006,5-9 years,Asian,Total people - sex,Manukau Central,3
2006,5-9 years,Asian,Total people - sex,Hilltop (Auckland),33
2006,5-9 years,Asian,Total people - sex,The Gardens (Auckland),57
2006,5-9 years,Asian,Total people - sex,Manurewa Central,36
2006,5-9 years,Asian,Total people - sex,Manurewa East,30
2006,5-9 years,Asian,Total people - sex,Manurewa South,36
2006,5-9 years,Asian,Total people - sex,Papakura West,9
2006,5-9 years,Asian,Total people - sex,Papakura North,21
2006,5-9 years,Asian,Total people - sex,Papakura Central,18
2006,5-9 years,Asian,Total people - sex,Papakura North East,12
2006,5-9 years,Asian,Total people - sex,Papakura Kelvin,21
2006,5-9 years,Asian,Total people - sex,Papakura Massey Park,9
2006,5-9 years,Asian,Total people - sex,Papakura East,6
2006,5-9 years,Asian,Total people - sex,Cloverlea (Auckland),21
2006,5-9 years,Middle Eastern/Latin American/African,Male,Silverdale South (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillcrest North (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillcrest West (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillcrest East (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Western Heights (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Northcote Central (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Northcote South (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Northcote Point (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Belmont (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Avondale West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Avondale North (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Avondale Central (Auckland),6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Morningside (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Avondale South (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mount Roskill North,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mount Roskill White Swan,6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central North,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mount Roskill Central South,6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mount Roskill South,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillsborough North (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillsborough West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Royal Oak West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillsborough East (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Royal Oak East (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hillsborough South (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere Bridge Ambury,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere Bridge,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere Mountain View,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Auckland Airport,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere North,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere West,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere South,6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Highland Park (Auckland),6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere Mascot,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere South East,6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Mangere East,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Manukau Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Hilltop (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Male,The Gardens (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Manurewa Central,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Manurewa East,6
2006,5-9 years,Middle Eastern/Latin American/African,Male,Manurewa South,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura West,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura North,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura North East,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura Kelvin,3
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura Massey Park,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Papakura East,0
2006,5-9 years,Middle Eastern/Latin American/African,Male,Cloverlea (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Silverdale South (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillcrest North (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillcrest West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillcrest East (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Western Heights (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Northcote Central (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Northcote South (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Northcote Point (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Belmont (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Avondale West (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Avondale North (Auckland),9
2006,5-9 years,Middle Eastern/Latin American/African,Female,Avondale Central (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Morningside (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Avondale South (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mount Roskill North,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mount Roskill White Swan,6
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central North,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mount Roskill Central South,6
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mount Roskill South,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillsborough North (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillsborough West (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Royal Oak West (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillsborough East (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Royal Oak East (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hillsborough South (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere Bridge Ambury,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere Bridge,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere Mountain View,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Auckland Airport,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere North,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere West,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere Central,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere South,6
2006,5-9 years,Middle Eastern/Latin American/African,Female,Highland Park (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere Mascot,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere South East,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Mangere East,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Manukau Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Hilltop (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Female,The Gardens (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Manurewa Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Manurewa East,6
2006,5-9 years,Middle Eastern/Latin American/African,Female,Manurewa South,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura West,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura North,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura Central,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura North East,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura Kelvin,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura Massey Park,3
2006,5-9 years,Middle Eastern/Latin American/African,Female,Papakura East,0
2006,5-9 years,Middle Eastern/Latin American/African,Female,Cloverlea (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Silverdale South (Auckland),0
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest North (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Hillcrest East (Auckland),9
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Western Heights (Auckland),9
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Northcote Central (Auckland),6
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Northcote South (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Northcote Point (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Belmont (Auckland),6
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Avondale West (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Avondale North (Auckland),12
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Avondale Central (Auckland),9
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Morningside (Auckland),3
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Avondale South (Auckland),9
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill North,0
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill White Swan,12
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill Central North,6
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill Central South,12
2006,5-9 years,Middle Eastern/Latin American/African,Total people - sex,Mount Roskill South,3
