Year,Age,Ethnic,Sex,Area,count
2006,15-19 years,Total people,Male,Auckland Region,50286
2006,15-19 years,Total people,Female,Auckland Region,49155
2006,15-19 years,Total people,Total people - sex,Auckland Region,99444
2006,20-24 years,European,Male,Auckland Region,20979
2006,20-24 years,European,Female,Auckland Region,22143
2006,20-24 years,European,Total people - sex,Auckland Region,43119
2006,20-24 years,Maori,Male,Auckland Region,5085
2006,20-24 years,Maori,Female,Auckland Region,5955
2006,20-24 years,Maori,Total people - sex,Auckland Region,11040
2006,20-24 years,Pacific Peoples,Male,Auckland Region,6474
2006,20-24 years,Pacific Peoples,Female,Auckland Region,7185
2006,20-24 years,Pacific Peoples,Total people - sex,Auckland Region,13659
2006,20-24 years,Asian,Male,Auckland Region,14073
2006,20-24 years,Asian,Female,Auckland Region,14286
2006,20-24 years,Asian,Total people - sex,Auckland Region,28353
2006,20-24 years,Middle Eastern/Latin American/African,Male,Auckland Region,852
2006,20-24 years,Middle Eastern/Latin American/African,Female,Auckland Region,846
2006,20-24 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1698
2006,20-24 years,Other ethnicity,Male,Auckland Region,2784
2006,20-24 years,Other ethnicity,Female,Auckland Region,2499
2006,20-24 years,Other ethnicity,Total people - sex,Auckland Region,5280
2006,20-24 years,Not elsewhere included,Male,Auckland Region,3246
2006,20-24 years,Not elsewhere included,Female,Auckland Region,3063
2006,20-24 years,Not elsewhere included,Total people - sex,Auckland Region,6309
2006,20-24 years,Total people,Male,Auckland Region,48813
2006,20-24 years,Total people,Female,Auckland Region,50247
2006,20-24 years,Total people,Total people - sex,Auckland Region,99060
2006,25-29 years,European,Male,Auckland Region,19686
2006,25-29 years,European,Female,Auckland Region,21864
2006,25-29 years,European,Total people - sex,Auckland Region,41547
2006,25-29 years,Maori,Male,Auckland Region,4542
2006,25-29 years,Maori,Female,Auckland Region,5592
2006,25-29 years,Maori,Total people - sex,Auckland Region,10137
2006,25-29 years,Pacific Peoples,Male,Auckland Region,5811
2006,25-29 years,Pacific Peoples,Female,Auckland Region,6891
2006,25-29 years,Pacific Peoples,Total people - sex,Auckland Region,12702
2006,25-29 years,Asian,Male,Auckland Region,9903
2006,25-29 years,Asian,Female,Auckland Region,11049
2006,25-29 years,Asian,Total people - sex,Auckland Region,20952
2006,25-29 years,Middle Eastern/Latin American/African,Male,Auckland Region,825
2006,25-29 years,Middle Eastern/Latin American/African,Female,Auckland Region,837
2006,25-29 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1662
2006,25-29 years,Other ethnicity,Male,Auckland Region,3279
2006,25-29 years,Other ethnicity,Female,Auckland Region,2820
2006,25-29 years,Other ethnicity,Total people - sex,Auckland Region,6096
2006,25-29 years,Not elsewhere included,Male,Auckland Region,2931
2006,25-29 years,Not elsewhere included,Female,Auckland Region,2859
2006,25-29 years,Not elsewhere included,Total people - sex,Auckland Region,5793
2006,25-29 years,Total people,Male,Auckland Region,43023
2006,25-29 years,Total people,Female,Auckland Region,46860
2006,25-29 years,Total people,Total people - sex,Auckland Region,89883
2006,30-34 years,European,Male,Auckland Region,23631
2006,30-34 years,European,Female,Auckland Region,27219
2006,30-34 years,European,Total people - sex,Auckland Region,50850
2006,30-34 years,Maori,Male,Auckland Region,4710
2006,30-34 years,Maori,Female,Auckland Region,5568
2006,30-34 years,Maori,Total people - sex,Auckland Region,10278
2006,30-34 years,Pacific Peoples,Male,Auckland Region,5673
2006,30-34 years,Pacific Peoples,Female,Auckland Region,6462
2006,30-34 years,Pacific Peoples,Total people - sex,Auckland Region,12138
2006,30-34 years,Asian,Male,Auckland Region,8292
2006,30-34 years,Asian,Female,Auckland Region,10281
2006,30-34 years,Asian,Total people - sex,Auckland Region,18570
2006,30-34 years,Middle Eastern/Latin American/African,Male,Auckland Region,876
2006,30-34 years,Middle Eastern/Latin American/African,Female,Auckland Region,852
2006,30-34 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1728
2006,30-34 years,Other ethnicity,Male,Auckland Region,4401
2006,30-34 years,Other ethnicity,Female,Auckland Region,3873
2006,30-34 years,Other ethnicity,Total people - sex,Auckland Region,8274
2006,30-34 years,Not elsewhere included,Male,Auckland Region,2778
2006,30-34 years,Not elsewhere included,Female,Auckland Region,2676
2006,30-34 years,Not elsewhere included,Total people - sex,Auckland Region,5454
2006,30-34 years,Total people,Male,Auckland Region,46578
2006,30-34 years,Total people,Female,Auckland Region,52191
2006,30-34 years,Total people,Total people - sex,Auckland Region,98769
2006,35-39 years,European,Male,Auckland Region,25731
2006,35-39 years,European,Female,Auckland Region,28740
2006,35-39 years,European,Total people - sex,Auckland Region,54471
2006,35-39 years,Maori,Male,Auckland Region,4542
2006,35-39 years,Maori,Female,Auckland Region,5328
2006,35-39 years,Maori,Total people - sex,Auckland Region,9873
2006,35-39 years,Pacific Peoples,Male,Auckland Region,5793
2006,35-39 years,Pacific Peoples,Female,Auckland Region,6627
2006,35-39 years,Pacific Peoples,Total people - sex,Auckland Region,12420
2006,35-39 years,Asian,Male,Auckland Region,8499
2006,35-39 years,Asian,Female,Auckland Region,11253
2006,35-39 years,Asian,Total people - sex,Auckland Region,19755
2006,35-39 years,Middle Eastern/Latin American/African,Male,Auckland Region,969
2006,35-39 years,Middle Eastern/Latin American/African,Female,Auckland Region,837
2006,35-39 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1803
2006,35-39 years,Other ethnicity,Male,Auckland Region,4842
2006,35-39 years,Other ethnicity,Female,Auckland Region,4077
2006,35-39 years,Other ethnicity,Total people - sex,Auckland Region,8916
2006,35-39 years,Not elsewhere included,Male,Auckland Region,2742
2006,35-39 years,Not elsewhere included,Female,Auckland Region,2637
2006,35-39 years,Not elsewhere included,Total people - sex,Auckland Region,5376
2006,35-39 years,Total people,Male,Auckland Region,49794
2006,35-39 years,Total people,Female,Auckland Region,55437
2006,35-39 years,Total people,Total people - sex,Auckland Region,105231
2006,40-44 years,European,Male,Auckland Region,26376
2006,40-44 years,European,Female,Auckland Region,28425
2006,40-44 years,European,Total people - sex,Auckland Region,54801
2006,40-44 years,Maori,Male,Auckland Region,4224
2006,40-44 years,Maori,Female,Auckland Region,4827
2006,40-44 years,Maori,Total people - sex,Auckland Region,9048
2006,40-44 years,Pacific Peoples,Male,Auckland Region,5190
2006,40-44 years,Pacific Peoples,Female,Auckland Region,5820
2006,40-44 years,Pacific Peoples,Total people - sex,Auckland Region,11010
2006,40-44 years,Asian,Male,Auckland Region,9600
2006,40-44 years,Asian,Female,Auckland Region,11550
2006,40-44 years,Asian,Total people - sex,Auckland Region,21150
2006,40-44 years,Middle Eastern/Latin American/African,Male,Auckland Region,843
2006,40-44 years,Middle Eastern/Latin American/African,Female,Auckland Region,726
2006,40-44 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1569
2006,40-44 years,Other ethnicity,Male,Auckland Region,4728
2006,40-44 years,Other ethnicity,Female,Auckland Region,4266
2006,40-44 years,Other ethnicity,Total people - sex,Auckland Region,8997
2006,40-44 years,Not elsewhere included,Male,Auckland Region,2640
2006,40-44 years,Not elsewhere included,Female,Auckland Region,2484
2006,40-44 years,Not elsewhere included,Total people - sex,Auckland Region,5124
2006,40-44 years,Total people,Male,Auckland Region,50823
2006,40-44 years,Total people,Female,Auckland Region,54651
2006,40-44 years,Total people,Total people - sex,Auckland Region,105471
2006,45-49 years,European,Male,Auckland Region,24426
2006,45-49 years,European,Female,Auckland Region,25926
2006,45-49 years,European,Total people - sex,Auckland Region,50355
2006,45-49 years,Maori,Male,Auckland Region,3453
2006,45-49 years,Maori,Female,Auckland Region,4023
2006,45-49 years,Maori,Total people - sex,Auckland Region,7473
2006,45-49 years,Pacific Peoples,Male,Auckland Region,4086
2006,45-49 years,Pacific Peoples,Female,Auckland Region,4557
2006,45-49 years,Pacific Peoples,Total people - sex,Auckland Region,8643
2006,45-49 years,Asian,Male,Auckland Region,8022
2006,45-49 years,Asian,Female,Auckland Region,9132
2006,45-49 years,Asian,Total people - sex,Auckland Region,17154
2006,45-49 years,Middle Eastern/Latin American/African,Male,Auckland Region,636
2006,45-49 years,Middle Eastern/Latin American/African,Female,Auckland Region,543
2006,45-49 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,1182
2006,45-49 years,Other ethnicity,Male,Auckland Region,4446
2006,45-49 years,Other ethnicity,Female,Auckland Region,4095
2006,45-49 years,Other ethnicity,Total people - sex,Auckland Region,8544
2006,45-49 years,Not elsewhere included,Male,Auckland Region,2235
2006,45-49 years,Not elsewhere included,Female,Auckland Region,2292
2006,45-49 years,Not elsewhere included,Total people - sex,Auckland Region,4527
2006,45-49 years,Total people,Male,Auckland Region,45156
2006,45-49 years,Total people,Female,Auckland Region,47838
2006,45-49 years,Total people,Total people - sex,Auckland Region,92997
2006,50-54 years,European,Male,Auckland Region,21090
2006,50-54 years,European,Female,Auckland Region,22575
2006,50-54 years,European,Total people - sex,Auckland Region,43668
2006,50-54 years,Maori,Male,Auckland Region,2556
2006,50-54 years,Maori,Female,Auckland Region,2967
2006,50-54 years,Maori,Total people - sex,Auckland Region,5523
2006,50-54 years,Pacific Peoples,Male,Auckland Region,3300
2006,50-54 years,Pacific Peoples,Female,Auckland Region,3471
2006,50-54 years,Pacific Peoples,Total people - sex,Auckland Region,6771
2006,50-54 years,Asian,Male,Auckland Region,5880
2006,50-54 years,Asian,Female,Auckland Region,6321
2006,50-54 years,Asian,Total people - sex,Auckland Region,12198
2006,50-54 years,Middle Eastern/Latin American/African,Male,Auckland Region,438
2006,50-54 years,Middle Eastern/Latin American/African,Female,Auckland Region,411
2006,50-54 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,852
2006,50-54 years,Other ethnicity,Male,Auckland Region,4011
2006,50-54 years,Other ethnicity,Female,Auckland Region,3720
2006,50-54 years,Other ethnicity,Total people - sex,Auckland Region,7731
2006,50-54 years,Not elsewhere included,Male,Auckland Region,1839
2006,50-54 years,Not elsewhere included,Female,Auckland Region,1788
2006,50-54 years,Not elsewhere included,Total people - sex,Auckland Region,3630
2006,50-54 years,Total people,Male,Auckland Region,37515
2006,50-54 years,Total people,Female,Auckland Region,39390
2006,50-54 years,Total people,Total people - sex,Auckland Region,76905
2006,55-59 years,European,Male,Auckland Region,20511
2006,55-59 years,European,Female,Auckland Region,21384
2006,55-59 years,European,Total people - sex,Auckland Region,41895
2006,55-59 years,Maori,Male,Auckland Region,1956
2006,55-59 years,Maori,Female,Auckland Region,2271
2006,55-59 years,Maori,Total people - sex,Auckland Region,4230
2006,55-59 years,Pacific Peoples,Male,Auckland Region,2487
2006,55-59 years,Pacific Peoples,Female,Auckland Region,2706
2006,55-59 years,Pacific Peoples,Total people - sex,Auckland Region,5193
2006,55-59 years,Asian,Male,Auckland Region,4074
2006,55-59 years,Asian,Female,Auckland Region,4308
2006,55-59 years,Asian,Total people - sex,Auckland Region,8385
2006,55-59 years,Middle Eastern/Latin American/African,Male,Auckland Region,255
2006,55-59 years,Middle Eastern/Latin American/African,Female,Auckland Region,216
2006,55-59 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,471
2006,55-59 years,Other ethnicity,Male,Auckland Region,3912
2006,55-59 years,Other ethnicity,Female,Auckland Region,3636
2006,55-59 years,Other ethnicity,Total people - sex,Auckland Region,7548
2006,55-59 years,Not elsewhere included,Male,Auckland Region,1689
2006,55-59 years,Not elsewhere included,Female,Auckland Region,1644
2006,55-59 years,Not elsewhere included,Total people - sex,Auckland Region,3333
2006,55-59 years,Total people,Male,Auckland Region,33642
2006,55-59 years,Total people,Female,Auckland Region,34650
2006,55-59 years,Total people,Total people - sex,Auckland Region,68289
2006,60-64 years,European,Male,Auckland Region,15933
2006,60-64 years,European,Female,Auckland Region,16863
2006,60-64 years,European,Total people - sex,Auckland Region,32796
2006,60-64 years,Maori,Male,Auckland Region,1290
2006,60-64 years,Maori,Female,Auckland Region,1497
2006,60-64 years,Maori,Total people - sex,Auckland Region,2784
2006,60-64 years,Pacific Peoples,Male,Auckland Region,1809
2006,60-64 years,Pacific Peoples,Female,Auckland Region,2049
2006,60-64 years,Pacific Peoples,Total people - sex,Auckland Region,3858
2006,60-64 years,Asian,Male,Auckland Region,2631
2006,60-64 years,Asian,Female,Auckland Region,3075
2006,60-64 years,Asian,Total people - sex,Auckland Region,5706
2006,60-64 years,Middle Eastern/Latin American/African,Male,Auckland Region,165
2006,60-64 years,Middle Eastern/Latin American/African,Female,Auckland Region,159
2006,60-64 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,321
2006,60-64 years,Other ethnicity,Male,Auckland Region,2754
2006,60-64 years,Other ethnicity,Female,Auckland Region,2583
2006,60-64 years,Other ethnicity,Total people - sex,Auckland Region,5340
2006,60-64 years,Not elsewhere included,Male,Auckland Region,1167
2006,60-64 years,Not elsewhere included,Female,Auckland Region,1140
2006,60-64 years,Not elsewhere included,Total people - sex,Auckland Region,2307
2006,60-64 years,Total people,Male,Auckland Region,24927
2006,60-64 years,Total people,Female,Auckland Region,26328
2006,60-64 years,Total people,Total people - sex,Auckland Region,51255
2006,65-69 years,European,Male,Auckland Region,12585
2006,65-69 years,European,Female,Auckland Region,13494
2006,65-69 years,European,Total people - sex,Auckland Region,26079
2006,65-69 years,Maori,Male,Auckland Region,861
2006,65-69 years,Maori,Female,Auckland Region,1107
2006,65-69 years,Maori,Total people - sex,Auckland Region,1971
2006,65-69 years,Pacific Peoples,Male,Auckland Region,1341
2006,65-69 years,Pacific Peoples,Female,Auckland Region,1617
2006,65-69 years,Pacific Peoples,Total people - sex,Auckland Region,2958
2006,65-69 years,Asian,Male,Auckland Region,2310
2006,65-69 years,Asian,Female,Auckland Region,2460
2006,65-69 years,Asian,Total people - sex,Auckland Region,4770
2006,65-69 years,Middle Eastern/Latin American/African,Male,Auckland Region,93
2006,65-69 years,Middle Eastern/Latin American/African,Female,Auckland Region,126
2006,65-69 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,219
2006,65-69 years,Other ethnicity,Male,Auckland Region,1893
2006,65-69 years,Other ethnicity,Female,Auckland Region,1728
2006,65-69 years,Other ethnicity,Total people - sex,Auckland Region,3618
2006,65-69 years,Not elsewhere included,Male,Auckland Region,888
2006,65-69 years,Not elsewhere included,Female,Auckland Region,972
2006,65-69 years,Not elsewhere included,Total people - sex,Auckland Region,1860
2006,65-69 years,Total people,Male,Auckland Region,19368
2006,65-69 years,Total people,Female,Auckland Region,20703
2006,65-69 years,Total people,Total people - sex,Auckland Region,40071
2006,70-74 years,European,Male,Auckland Region,9540
2006,70-74 years,European,Female,Auckland Region,10905
2006,70-74 years,European,Total people - sex,Auckland Region,20448
2006,70-74 years,Maori,Male,Auckland Region,519
2006,70-74 years,Maori,Female,Auckland Region,660
2006,70-74 years,Maori,Total people - sex,Auckland Region,1179
2006,70-74 years,Pacific Peoples,Male,Auckland Region,807
2006,70-74 years,Pacific Peoples,Female,Auckland Region,1119
2006,70-74 years,Pacific Peoples,Total people - sex,Auckland Region,1929
2006,70-74 years,Asian,Male,Auckland Region,1557
2006,70-74 years,Asian,Female,Auckland Region,1560
2006,70-74 years,Asian,Total people - sex,Auckland Region,3117
2006,70-74 years,Middle Eastern/Latin American/African,Male,Auckland Region,81
2006,70-74 years,Middle Eastern/Latin American/African,Female,Auckland Region,87
2006,70-74 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,165
2006,70-74 years,Other ethnicity,Male,Auckland Region,1152
2006,70-74 years,Other ethnicity,Female,Auckland Region,1086
2006,70-74 years,Other ethnicity,Total people - sex,Auckland Region,2235
2006,70-74 years,Not elsewhere included,Male,Auckland Region,633
2006,70-74 years,Not elsewhere included,Female,Auckland Region,642
2006,70-74 years,Not elsewhere included,Total people - sex,Auckland Region,1275
2006,70-74 years,Total people,Male,Auckland Region,13923
2006,70-74 years,Total people,Female,Auckland Region,15573
2006,70-74 years,Total people,Total people - sex,Auckland Region,29499
2006,75-79 years,European,Male,Auckland Region,8805
2006,75-79 years,European,Female,Auckland Region,10752
2006,75-79 years,European,Total people - sex,Auckland Region,19554
2006,75-79 years,Maori,Male,Auckland Region,255
2006,75-79 years,Maori,Female,Auckland Region,375
2006,75-79 years,Maori,Total people - sex,Auckland Region,630
2006,75-79 years,Pacific Peoples,Male,Auckland Region,537
2006,75-79 years,Pacific Peoples,Female,Auckland Region,738
2006,75-79 years,Pacific Peoples,Total people - sex,Auckland Region,1275
2006,75-79 years,Asian,Male,Auckland Region,747
2006,75-79 years,Asian,Female,Auckland Region,846
2006,75-79 years,Asian,Total people - sex,Auckland Region,1593
2006,75-79 years,Middle Eastern/Latin American/African,Male,Auckland Region,51
2006,75-79 years,Middle Eastern/Latin American/African,Female,Auckland Region,48
2006,75-79 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,96
2006,75-79 years,Other ethnicity,Male,Auckland Region,789
2006,75-79 years,Other ethnicity,Female,Auckland Region,864
2006,75-79 years,Other ethnicity,Total people - sex,Auckland Region,1653
2006,75-79 years,Not elsewhere included,Male,Auckland Region,552
2006,75-79 years,Not elsewhere included,Female,Auckland Region,621
2006,75-79 years,Not elsewhere included,Total people - sex,Auckland Region,1173
2006,75-79 years,Total people,Male,Auckland Region,11475
2006,75-79 years,Total people,Female,Auckland Region,13839
2006,75-79 years,Total people,Total people - sex,Auckland Region,25314
2006,80-84 years,European,Male,Auckland Region,5949
2006,80-84 years,European,Female,Auckland Region,9156
2006,80-84 years,European,Total people - sex,Auckland Region,15105
2006,80-84 years,Maori,Male,Auckland Region,123
2006,80-84 years,Maori,Female,Auckland Region,171
2006,80-84 years,Maori,Total people - sex,Auckland Region,294
2006,80-84 years,Pacific Peoples,Male,Auckland Region,228
2006,80-84 years,Pacific Peoples,Female,Auckland Region,417
2006,80-84 years,Pacific Peoples,Total people - sex,Auckland Region,645
2006,80-84 years,Asian,Male,Auckland Region,330
2006,80-84 years,Asian,Female,Auckland Region,447
2006,80-84 years,Asian,Total people - sex,Auckland Region,777
2006,80-84 years,Middle Eastern/Latin American/African,Male,Auckland Region,30
2006,80-84 years,Middle Eastern/Latin American/African,Female,Auckland Region,30
2006,80-84 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,60
2006,80-84 years,Other ethnicity,Male,Auckland Region,402
2006,80-84 years,Other ethnicity,Female,Auckland Region,594
2006,80-84 years,Other ethnicity,Total people - sex,Auckland Region,996
2006,80-84 years,Not elsewhere included,Male,Auckland Region,402
2006,80-84 years,Not elsewhere included,Female,Auckland Region,489
2006,80-84 years,Not elsewhere included,Total people - sex,Auckland Region,891
2006,80-84 years,Total people,Male,Auckland Region,7314
2006,80-84 years,Total people,Female,Auckland Region,11061
2006,80-84 years,Total people,Total people - sex,Auckland Region,18372
2006,85-89 years,European,Male,Auckland Region,2841
2006,85-89 years,European,Female,Auckland Region,5772
2006,85-89 years,European,Total people - sex,Auckland Region,8613
2006,85-89 years,Maori,Male,Auckland Region,39
2006,85-89 years,Maori,Female,Auckland Region,78
2006,85-89 years,Maori,Total people - sex,Auckland Region,117
2006,85-89 years,Pacific Peoples,Male,Auckland Region,84
2006,85-89 years,Pacific Peoples,Female,Auckland Region,177
2006,85-89 years,Pacific Peoples,Total people - sex,Auckland Region,261
2006,85-89 years,Asian,Male,Auckland Region,129
2006,85-89 years,Asian,Female,Auckland Region,213
2006,85-89 years,Asian,Total people - sex,Auckland Region,342
2006,85-89 years,Middle Eastern/Latin American/African,Male,Auckland Region,6
2006,85-89 years,Middle Eastern/Latin American/African,Female,Auckland Region,12
2006,85-89 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,15
2006,85-89 years,Other ethnicity,Male,Auckland Region,141
2006,85-89 years,Other ethnicity,Female,Auckland Region,294
2006,85-89 years,Other ethnicity,Total people - sex,Auckland Region,435
2006,85-89 years,Not elsewhere included,Male,Auckland Region,195
2006,85-89 years,Not elsewhere included,Female,Auckland Region,297
2006,85-89 years,Not elsewhere included,Total people - sex,Auckland Region,492
2006,85-89 years,Total people,Male,Auckland Region,3375
2006,85-89 years,Total people,Female,Auckland Region,6756
2006,85-89 years,Total people,Total people - sex,Auckland Region,10131
2006,90-94 years,European,Male,Auckland Region,921
2006,90-94 years,European,Female,Auckland Region,2673
2006,90-94 years,European,Total people - sex,Auckland Region,3594
2006,90-94 years,Maori,Male,Auckland Region,9
2006,90-94 years,Maori,Female,Auckland Region,27
2006,90-94 years,Maori,Total people - sex,Auckland Region,33
2006,90-94 years,Pacific Peoples,Male,Auckland Region,15
2006,90-94 years,Pacific Peoples,Female,Auckland Region,63
2006,90-94 years,Pacific Peoples,Total people - sex,Auckland Region,78
2006,90-94 years,Asian,Male,Auckland Region,33
2006,90-94 years,Asian,Female,Auckland Region,75
2006,90-94 years,Asian,Total people - sex,Auckland Region,108
2006,90-94 years,Middle Eastern/Latin American/African,Male,Auckland Region,3
2006,90-94 years,Middle Eastern/Latin American/African,Female,Auckland Region,6
2006,90-94 years,Middle Eastern/Latin American/African,Total people - sex,Auckland Region,9
2006,90-94 years,Other ethnicity,Male,Auckland Region,36
2006,90-94 years,Other ethnicity,Female,Auckland Region,114
2006,90-94 years,Other ethnicity,Total people - sex,Auckland Region,147
2006,90-94 years,Not elsewhere included,Male,Auckland Region,66
2006,90-94 years,Not elsewhere included,Female,Auckland Region,123
2006,90-94 years,Not elsewhere included,Total people - sex,Auckland Region,186
2006,90-94 years,Total people,Male,Auckland Region,1071
2006,90-94 years,Total people,Female,Auckland Region,3036
2006,90-94 years,Total people,Total people - sex,Auckland Region,4110
2006,95-99 years,European,Male,Auckland Region,156
2006,95-99 years,European,Female,Auckland Region,618
2006,95-99 years,European,Total people - sex,Auckland Region,777
2006,95-99 years,Maori,Male,Auckland Region,3
2006,95-99 years,Maori,Female,Auckland Region,12
2006,95-99 years,Maori,Total people - sex,Auckland Region,18
2006,95-99 years,Pacific Peoples,Male,Auckland Region,3
2006,95-99 years,Pacific Peoples,Female,Auckland Region,18
2006,95-99 years,Pacific Peoples,Total people - sex,Auckland Region,24
2006,95-99 years,Asian,Male,Auckland Region,6
